agent_id, column_cost,served_pax_group,Path_node_sequence,path_time_sequence
8575,29.000000,5260;,1046;592;590;776;774;228;228;228;774;774;774;769;770;772;586;1040;,21;22;25;28;31;32;33;34;35;36;37;40;43;46;49;50;
8576,21.000000,5076;,1047;593;429;593;594;589;590;44;590;401;585;586;1040;,21;22;23;24;27;30;33;34;35;37;38;41;42;
8577,24.000000,5075;,1048;594;594;589;590;590;589;43;589;590;401;585;586;1040;,21;22;23;26;29;30;33;34;35;38;40;41;44;45;
8578,30.000000,5261;,1049;595;596;441;426;425;775;229;775;775;776;771;772;586;586;586;1040;,21;22;25;26;30;32;33;34;35;36;39;42;45;48;49;50;51;
8579,31.000000,5259;,1050;596;441;426;425;775;773;227;773;773;774;769;770;772;586;1040;,21;22;23;27;29;30;33;34;35;36;39;42;45;48;51;52;
8580,33.000000,5263;,1051;597;778;777;231;231;231;231;231;777;779;425;775;776;771;772;586;1040;,21;22;26;29;30;31;32;33;34;35;38;40;41;44;47;50;53;54;
8581,36.000000,5079;,1052;598;599;599;432;595;593;47;593;429;428;427;426;425;775;776;771;772;586;1040;,21;22;25;26;28;30;33;34;35;36;37;40;41;43;44;47;50;53;56;57;
8582,32.000000,5265;,1053;599;599;597;778;779;233;779;779;779;425;775;776;771;772;586;1040;,21;22;23;26;30;33;34;35;36;37;39;40;43;46;49;52;53;
8583,22.000000,5254;,1054;600;395;584;768;222;768;772;586;1040;,21;22;23;27;33;34;35;39;42;43;
8584,24.000000,5196;,1055;601;394;393;712;710;164;164;710;584;586;1040;,21;22;23;26;29;32;33;34;35;40;44;45;
8585,29.000000,5089;,1056;602;603;57;57;57;57;57;57;57;57;57;603;601;394;394;584;586;1040;,21;22;25;26;27;28;29;30;31;32;33;34;35;38;39;40;45;49;50;
8586,25.000000,5198;,1057;603;601;394;393;712;166;166;712;712;584;586;1040;,21;22;25;26;29;32;33;34;35;36;41;45;46;
8587,19.000000,5258;,1058;604;397;588;586;772;226;226;772;772;586;1040;,21;22;23;26;29;32;33;34;35;36;39;40;
8588,20.000000,5071;,1059;605;604;587;585;39;39;39;585;401;585;586;1040;,21;22;25;28;31;32;33;34;35;36;37;40;41;
8589,30.000000,5162;,1060;606;607;676;130;130;130;130;130;130;676;607;605;584;586;1040;,21;22;25;28;29;30;31;32;33;34;35;38;41;46;50;51;
8590,27.000000,5092;,1061;607;607;607;605;604;606;60;606;403;398;397;588;586;1040;,21;22;23;24;27;30;33;34;35;36;39;41;44;47;48;
8591,26.000000,5091;,1062;608;609;399;398;397;604;605;59;605;605;605;584;586;1040;,21;22;25;26;27;29;30;33;34;35;36;37;42;46;47;
8592,23.000000,5070;,1063;609;399;604;605;584;38;584;1038;584;584;584;586;1040;,21;22;23;25;28;33;34;35;36;37;38;39;43;44;
8593,18.000000,5074;,1064;610;537;399;398;397;588;42;588;586;1040;,21;22;23;27;28;30;33;34;35;38;39;
8594,28.000000,5093;,1065;611;403;606;607;61;61;61;61;61;61;607;607;605;584;586;1040;,21;22;24;25;28;29;30;31;32;33;34;35;36;39;44;48;49;
8595,24.000000,5078;,1066;612;440;613;591;592;46;46;46;592;587;588;586;1040;,21;22;24;25;28;31;32;33;34;35;38;41;44;45;
8596,22.000000,5073;,1067;613;591;592;587;41;41;41;587;587;585;586;1040;,21;22;25;28;31;32;33;34;35;36;39;42;43;
8597,32.000000,5166;,1068;614;439;615;610;679;680;134;680;680;611;609;400;587;588;586;1040;,21;22;24;25;28;31;33;34;35;36;39;42;45;46;49;52;53;
8598,23.000000,5076;,1069;615;613;608;592;590;44;590;590;401;585;585;586;1040;,21;22;24;27;30;33;34;35;36;38;39;40;43;44;
8599,37.000000,5264;,1070;616;599;597;597;778;232;778;777;424;773;774;769;770;772;586;1040;,21;22;25;28;29;33;34;35;38;41;42;45;48;51;54;57;58;
8600,29.000000,5094;,1071;617;612;440;613;608;62;62;62;608;1062;608;592;587;588;586;1040;,21;22;25;27;28;31;32;33;34;35;36;37;40;43;46;49;50;
8601,34.000000,5099;,1072;618;434;619;617;612;440;613;67;613;613;608;608;609;400;587;588;586;1040;,20;21;24;25;27;30;32;33;34;35;36;39;40;43;46;47;50;53;54;
8602,31.000000,5096;,1073;619;619;614;439;615;610;64;64;610;610;537;399;398;400;587;588;586;1040;,21;22;23;26;28;29;32;33;34;35;36;37;41;42;44;45;48;51;52;
8603,38.000000,5085;,1074;620;616;599;597;599;53;599;599;432;431;593;594;589;590;401;401;585;586;1040;,21;22;24;27;30;33;34;35;36;38;41;42;45;48;51;53;54;55;58;59;
8604,25.000000,5075;,1076;622;615;613;591;589;43;589;589;590;401;585;586;1040;,21;22;25;27;30;33;34;35;36;39;41;42;45;46;
8605,34.000000,5161;,1077;623;681;487;488;405;404;675;129;675;675;606;604;605;584;586;1040;,21;22;25;27;29;30;31;33;34;35;36;39;42;45;50;54;55;
8606,37.000000,5168;,1078;624;624;623;681;487;682;136;682;488;405;404;403;606;604;605;584;586;1040;,21;22;23;26;29;31;33;34;35;36;37;38;41;42;45;48;53;57;58;
8607,30.000000,5099;,1079;625;555;622;615;613;67;67;67;613;608;592;587;588;586;1040;,21;22;23;26;29;31;32;33;34;35;38;41;44;47;50;51;
8608,35.000000,5173;,1081;627;486;691;692;407;687;141;141;141;687;687;677;675;606;604;397;588;586;1040;,21;22;24;25;28;30;31;32;33;34;35;36;39;42;45;48;49;52;55;56;
8609,26.000000,5933;,1001;547;548;552;435;554;614;439;615;610;64;64;610;611;403;606;1060;,20;21;22;24;25;27;30;32;33;36;37;38;39;42;44;45;46;
8610,29.000000,5929;,1002;548;552;435;554;614;439;615;613;608;62;608;609;399;604;606;1060;,20;21;23;24;26;29;31;32;34;37;38;39;42;43;45;48;49;
8611,30.000000,6075;,1003;549;550;553;496;556;624;623;681;135;681;487;488;405;404;403;606;1060;,20;21;23;25;26;27;31;34;37;38;39;41;43;44;45;48;49;50;
8612,31.000000,5939;,1004;550;552;619;617;612;440;613;67;67;67;613;615;610;611;403;606;1060;,20;21;24;27;29;32;34;35;36;37;38;39;41;44;47;49;50;51;
8613,32.000000,5957;,1005;551;550;552;435;554;622;76;76;76;76;622;615;610;611;403;606;1060;,20;21;24;27;28;30;34;35;36;37;38;39;42;45;48;50;51;52;
8614,23.000000,5935;,1006;552;435;554;614;439;615;610;611;65;65;611;403;606;1060;,20;21;22;24;27;29;30;33;36;37;38;39;41;42;43;
8615,27.000000,6077;,1007;553;496;556;624;623;681;487;682;136;682;488;405;404;403;606;1060;,20;21;22;23;27;30;33;35;37;38;39;40;41;42;45;46;47;
8616,20.000000,5925;,1008;554;614;439;615;610;611;403;606;60;60;606;1060;,20;21;24;26;27;30;33;35;36;37;38;39;40;
8617,24.000000,6063;,1009;555;624;623;681;487;488;405;404;675;129;675;675;606;1060;,20;21;23;26;29;31;33;34;35;37;38;39;40;43;44;
8618,28.000000,6073;,1010;556;624;623;681;679;680;134;134;680;680;404;675;606;1060;,20;21;25;28;31;34;36;37;38;39;40;42;44;47;48;
8619,28.000000,6071;,1011;557;557;624;623;681;679;133;133;133;679;680;404;403;606;1060;,20;21;22;26;29;32;35;36;37;38;39;41;43;46;47;48;
8620,33.000000,5943;,1012;558;557;556;555;622;615;69;69;69;615;610;537;399;604;606;1060;,20;21;23;26;29;32;35;36;37;38;39;42;43;47;49;52;53;
8621,34.000000,6097;,1013;559;557;630;626;627;486;691;692;146;692;692;692;407;687;677;675;606;1060;,20;21;24;26;28;31;33;34;37;38;39;40;41;43;44;47;50;53;54;
8622,35.000000,5905;,1014;560;553;552;619;617;595;596;50;50;596;441;591;592;587;604;606;1060;,20;21;23;25;28;30;33;36;37;38;39;40;42;45;48;51;54;55;
8623,36.000000,5937;,1015;561;560;553;552;619;617;612;66;66;66;612;440;613;608;609;399;399;604;606;1060;,20;21;23;25;27;30;32;35;36;37;38;39;41;42;45;48;49;50;52;55;56;
8624,37.000000,5941;,1016;562;492;561;560;553;552;435;554;614;68;68;614;439;615;536;537;399;604;606;1060;,20;21;22;24;26;28;30;31;33;36;37;38;39;41;42;44;47;51;53;56;57;
8625,33.000000,5959;,1017;563;494;561;558;557;624;623;77;77;77;623;681;487;488;405;404;403;606;1060;,20;21;23;24;26;28;32;35;36;37;38;39;42;44;46;47;48;51;52;53;
8626,38.000000,5947;,1018;564;563;551;550;552;619;617;71;71;617;612;440;613;608;609;399;604;606;1060;,20;21;23;25;28;31;34;36;37;38;39;42;44;45;48;51;52;54;57;58;
8627,39.000000,5821;,1019;565;564;563;551;550;552;435;554;8;8;8;554;437;438;536;537;399;604;606;1060;,20;21;22;24;26;29;32;33;35;36;37;38;39;40;44;46;49;53;55;58;59;
8628,34.000000,6095;,1020;566;631;489;485;484;480;481;691;145;145;691;681;679;680;404;403;606;1060;,20;21;24;26;28;31;33;34;36;37;38;39;42;45;47;49;52;53;54;
8629,35.000000,5823;,1021;567;562;492;561;560;556;555;9;9;9;9;9;555;622;615;610;611;403;606;1060;,20;21;22;23;25;27;30;33;34;35;36;37;38;39;42;45;48;51;53;54;55;
8630,36.000000,5961;,1022;568;533;498;497;493;562;559;557;624;78;78;624;623;681;487;488;405;404;403;606;1060;,20;21;22;23;24;25;26;29;32;36;37;38;39;42;45;47;49;50;51;54;55;56;
8631,37.000000,5963;,1023;569;499;567;562;492;561;560;556;555;625;79;625;555;555;622;615;610;611;403;606;1060;,20;21;22;24;25;26;28;30;33;36;37;38;39;40;41;44;47;50;53;55;56;57;
8632,38.000000,6099;,1024;570;500;566;631;628;629;479;693;147;147;693;694;408;689;687;677;675;606;1060;,20;21;22;24;27;30;33;35;36;37;38;39;42;44;45;48;51;54;57;58;
8633,39.000000,6115;,1025;571;634;635;705;706;474;701;155;701;701;699;689;687;677;675;606;1060;,20;21;25;28;31;34;36;37;38;39;40;43;46;49;52;55;58;59;
8634,38.000000,5967;,1026;572;571;632;628;485;626;627;81;81;627;486;691;692;682;488;680;404;403;606;1060;,20;21;24;27;30;31;33;36;37;38;39;41;42;45;48;49;51;53;56;57;58;
8635,39.000000,5965;,1027;573;572;571;632;628;485;626;80;80;626;624;623;681;487;488;405;404;403;606;1060;,20;21;24;27;30;33;34;36;37;38;39;42;45;48;50;52;53;54;57;58;59;
8636,38.000000,5825;,1028;574;532;533;498;497;493;492;561;560;556;10;10;10;556;555;622;615;610;611;403;606;1060;,20;21;23;24;25;26;27;28;30;32;35;36;37;38;39;42;45;48;51;54;56;57;58;
8637,39.000000,5825;,1029;575;528;529;531;532;533;498;497;493;492;561;560;556;10;556;556;555;622;615;610;611;403;606;1060;,20;21;22;23;24;25;26;27;28;29;30;32;34;37;38;39;40;43;46;49;52;55;57;58;59;
8638,37.000000,5961;,1030;576;572;571;631;490;557;624;78;624;624;623;681;487;488;405;404;403;606;1060;,20;21;23;26;30;31;33;37;38;39;40;43;46;48;50;51;52;55;56;57;
8639,39.000000,6119;,1032;578;643;644;506;505;504;477;478;703;157;703;693;694;692;682;488;405;404;403;606;1060;,20;21;23;26;28;30;33;34;36;37;38;39;42;45;48;51;52;53;54;57;58;59;
8640,25.000000,5921;,1037;583;540;438;536;537;399;604;58;58;58;604;397;604;606;1060;,20;21;22;24;26;29;33;35;36;37;38;39;40;41;44;45;
8641,21.000000,5925;,1038;584;586;585;587;604;606;60;606;606;1060;,20;21;25;28;31;34;37;38;39;40;41;
8642,23.000000,5927;,1039;585;587;604;605;607;61;61;61;61;61;607;606;1060;,20;21;24;27;30;33;34;35;36;37;38;39;42;43;
8643,26.000000,5887;,1040;586;585;587;41;41;41;41;41;41;41;41;41;41;41;587;604;606;1060;,20;21;24;27;28;29;30;31;32;33;34;35;36;37;38;39;42;45;46;
8644,27.000000,5923;,1041;587;604;605;59;59;59;59;59;59;59;59;59;59;59;605;605;604;606;1060;,20;21;24;27;28;29;30;31;32;33;34;35;36;37;38;39;40;43;46;47;
8645,24.000000,5921;,1042;588;588;588;588;588;586;585;587;604;58;604;604;606;1060;,20;21;22;23;24;25;28;31;34;37;38;39;40;43;44;
8646,29.000000,5889;,1043;589;590;401;585;586;588;42;42;42;42;42;588;397;398;403;606;1060;,20;21;24;26;27;30;33;34;35;36;37;38;39;42;44;47;48;49;
8647,25.000000,5927;,1044;590;590;401;585;587;604;605;607;61;607;607;607;606;1060;,20;21;22;24;25;28;31;34;37;38;39;40;41;44;45;
8648,30.000000,5883;,1045;591;592;587;585;39;39;39;39;39;39;39;39;585;585;587;604;606;1060;,20;21;24;27;30;31;32;33;34;35;36;37;38;39;40;43;46;49;50;
8649,26.000000,5917;,1046;592;609;399;604;606;607;602;56;56;602;607;606;1060;,20;21;24;25;27;30;33;36;37;38;39;42;45;46;
8650,31.000000,5897;,1047;593;594;589;590;592;46;46;46;46;46;592;592;592;587;604;606;1060;,20;21;24;27;30;33;34;35;36;37;38;39;40;41;44;47;50;51;
8651,32.000000,5885;,1048;594;589;590;401;585;586;40;40;40;40;40;586;585;587;604;606;1060;,20;21;24;27;29;30;33;34;35;36;37;38;39;42;45;48;51;52;
8652,28.000000,5931;,1049;595;596;441;591;592;609;63;63;63;63;63;609;399;398;399;604;606;1060;,20;21;24;25;27;30;33;34;35;36;37;38;39;40;41;42;44;47;48;
8653,22.000000,5925;,1050;596;613;615;610;611;403;606;60;60;60;606;403;606;1060;,20;21;24;26;29;32;34;35;36;37;38;39;40;41;42;
8654,34.000000,6255;,1051;597;431;428;427;426;425;775;776;771;225;771;771;771;585;587;604;606;1060;,20;21;23;24;27;28;30;31;34;37;38;39;40;41;44;47;50;53;54;
8655,32.000000,5895;,1052;598;599;432;595;596;441;591;45;45;45;45;591;592;609;399;604;606;1060;,20;21;24;26;28;31;32;34;35;36;37;38;39;42;45;46;48;51;52;
8656,31.000000,5893;,1053;599;432;431;593;594;589;590;44;44;590;401;400;398;403;606;1060;,20;21;23;26;27;30;33;36;37;38;39;41;44;46;49;50;51;
8657,27.000000,6065;,1054;600;602;607;676;130;130;130;130;130;130;130;130;676;676;607;606;1060;,20;21;24;27;30;31;32;33;34;35;36;37;38;39;40;43;46;47;
8658,23.000000,6063;,1055;601;600;605;604;606;675;129;129;675;606;1060;,20;21;24;27;30;33;36;37;38;39;42;43;
8659,24.000000,5935;,1056;602;607;606;403;403;611;609;611;65;611;611;403;606;1060;,20;21;24;27;28;29;31;34;37;38;39;40;42;43;44;
8660,29.000000,5913;,1057;603;601;600;54;54;54;54;54;54;54;54;54;54;54;600;602;607;606;1060;,20;21;24;27;28;29;30;31;32;33;34;35;36;37;38;39;42;45;48;49;
8661,30.000000,5919;,1058;604;605;600;601;603;57;57;57;57;57;603;603;602;607;606;1060;,20;21;24;27;30;33;34;35;36;37;38;39;40;43;46;49;50;
8662,26.000000,6067;,1059;605;604;606;675;677;131;131;131;131;131;677;675;606;1060;,20;21;24;27;30;33;34;35;36;37;38;39;42;45;46;
8663,33.000000,5915;,1060;606;607;602;600;601;55;55;55;55;55;601;601;600;602;607;606;1060;,20;21;24;27;30;33;34;35;36;37;38;39;40;43;46;49;52;53;
8664,29.000000,6055;,1061;607;602;671;125;125;125;125;125;125;125;125;125;125;125;671;676;675;606;1060;,20;21;24;27;28;29;30;31;32;33;34;35;36;37;38;39;42;45;48;49;
8665,20.000000,5925;,1062;608;608;609;399;604;605;607;606;60;606;1060;,20;21;22;25;26;28;31;34;37;38;39;40;
8666,30.000000,6069;,1063;609;399;398;403;606;607;676;678;132;132;678;678;676;675;606;1060;,20;21;22;23;26;27;30;33;36;37;38;39;40;43;46;49;50;
8667,35.000000,5881;,1064;610;537;399;398;397;588;584;38;584;584;395;600;602;607;606;1060;,20;21;22;26;27;29;32;37;38;39;40;44;45;48;51;54;55;
8668,31.000000,6087;,1065;611;403;606;675;677;687;141;141;141;141;141;687;407;687;677;675;606;1060;,20;21;23;24;27;30;33;34;35;36;37;38;39;40;41;44;47;50;51;
8669,27.000000,6073;,1066;612;612;440;613;608;609;611;680;134;680;404;675;606;1060;,20;21;22;24;25;28;31;34;37;38;39;41;43;46;47;
8670,28.000000,5923;,1067;613;615;536;537;399;604;605;59;605;1059;605;607;606;1060;,20;21;23;25;28;32;34;37;38;39;40;41;44;47;48;
8671,25.000000,6063;,1068;614;614;439;615;610;611;403;606;675;129;675;1129;675;606;1060;,20;21;22;24;25;28;31;33;34;37;38;39;40;41;44;45;
8672,36.000000,6265;,1069;615;613;591;589;590;776;230;230;230;776;776;771;585;587;604;606;1060;,20;21;23;26;29;32;35;36;37;38;39;40;43;46;49;52;55;56;
8673,32.000000,5933;,1070;616;616;433;617;612;440;613;615;610;64;610;679;680;404;675;606;1060;,20;21;22;25;26;29;31;32;34;37;38;39;42;44;46;48;51;52;
8674,23.000000,5921;,1071;617;612;440;613;608;609;399;604;58;58;604;606;1060;,20;21;24;26;27;30;33;34;36;37;38;39;42;43;
8675,33.000000,6071;,1072;618;434;619;614;439;615;610;679;133;679;679;679;679;679;680;404;675;606;1060;,20;21;24;25;28;30;31;34;37;38;39;40;41;42;43;45;47;49;52;53;
8676,34.000000,5931;,1073;619;434;619;614;439;615;613;608;609;63;609;609;399;604;604;605;607;606;1060;,20;21;22;23;26;28;29;31;34;37;38;39;40;41;43;44;47;50;53;54;
8677,35.000000,5959;,1074;620;621;618;434;619;614;622;623;77;623;623;681;487;488;405;404;675;606;1060;,20;21;22;24;27;28;31;34;37;38;39;40;43;45;47;48;49;51;54;55;
8678,36.000000,5943;,1075;621;618;552;435;554;625;622;615;69;615;615;610;679;680;404;675;606;1060;,20;21;23;26;27;29;31;34;37;38;39;40;43;46;48;50;52;55;56;
8679,37.000000,6101;,1076;622;623;681;691;692;694;148;148;694;539;694;408;689;687;677;675;606;1060;,20;21;24;27;30;33;36;37;38;39;40;41;43;44;47;50;53;56;57;
8680,32.000000,6059;,1077;623;681;487;682;406;677;678;673;127;673;671;602;607;606;1060;,20;21;24;26;28;30;31;34;37;38;39;42;45;48;51;52;
8681,25.000000,5935;,1078;624;555;622;615;610;611;65;65;65;611;1065;611;403;606;1060;,20;21;23;26;29;32;35;36;37;38;39;40;41;43;44;45;
8682,27.000000,6067;,1079;625;622;623;681;487;682;406;677;131;677;677;675;606;1060;,20;21;24;27;30;32;34;36;37;38;39;40;43;46;47;
8683,36.000000,6089;,1080;626;627;486;691;692;407;687;688;142;142;688;688;688;688;688;678;676;607;606;1060;,20;21;24;26;27;30;32;33;36;37;38;39;40;41;42;43;46;49;52;55;56;
8684,31.000000,6069;,1081;627;627;486;691;692;407;687;677;678;132;678;1132;678;676;607;606;1060;,20;21;22;24;25;28;30;31;34;37;38;39;40;41;44;47;50;51;
8685,37.000000,6093;,1082;628;629;479;693;694;408;689;690;144;144;690;690;690;688;678;676;607;606;1060;,20;21;24;26;27;30;32;33;36;37;38;39;40;41;44;47;50;53;56;57;
8686,33.000000,6091;,1083;629;479;693;694;408;689;143;143;143;143;143;143;143;143;689;689;687;677;675;606;1060;,20;21;23;24;27;29;30;31;32;33;34;35;36;37;38;39;40;43;46;49;52;53;
8687,29.000000,6087;,1084;630;630;630;626;627;486;691;692;407;687;141;687;677;675;606;1060;,20;21;22;23;25;28;30;31;34;36;37;38;39;42;45;48;49;
8688,38.000000,6091;,1085;631;631;628;629;479;693;694;408;689;143;689;687;677;675;676;607;606;1060;,20;21;22;25;28;30;31;34;36;37;38;39;42;45;48;51;54;57;58;
8689,35.000000,6111;,1086;632;633;478;703;704;538;699;153;153;153;153;699;689;687;677;675;606;1060;,20;21;24;26;27;30;33;34;35;36;37;38;39;42;45;48;51;54;55;
8690,30.000000,6077;,1087;633;478;703;704;539;694;692;682;136;136;682;682;406;677;675;606;1060;,20;21;23;24;27;29;30;33;36;37;38;39;40;42;43;46;49;50;
8691,39.000000,6121;,1088;634;635;504;477;478;703;704;158;158;158;158;158;158;704;539;694;692;407;406;405;404;675;606;1060;,20;21;24;25;26;28;29;32;33;34;35;36;37;38;39;41;42;45;47;50;52;53;55;58;59;
8692,34.000000,6075;,1089;635;504;477;478;479;480;481;691;681;135;135;135;681;681;487;488;680;404;675;606;1060;,20;21;22;23;25;28;29;30;32;35;36;37;38;39;40;42;44;46;48;50;53;54;
8693,36.000000,5951;,1090;636;631;490;557;556;496;553;552;619;73;73;619;619;614;439;615;610;611;403;606;1060;,20;21;23;24;26;29;30;31;33;36;37;38;39;40;43;45;46;49;52;54;55;56;
8694,38.000000,5967;,1091;637;637;571;631;489;485;626;627;81;627;623;681;679;680;404;675;606;1060;,20;21;22;24;28;30;32;34;37;38;39;42;45;48;50;52;54;57;58;
8695,39.000000,6113;,1092;638;815;472;813;701;699;700;154;700;410;690;688;678;676;607;606;1060;,20;21;25;26;28;31;34;37;38;39;40;43;46;49;52;55;58;59;
8696,35.000000,6101;,1093;639;505;505;504;477;477;478;703;693;694;148;694;408;407;406;405;404;403;606;1060;,20;21;22;23;26;27;28;30;31;34;37;38;39;41;44;47;49;50;53;54;55;
8697,37.000000,6095;,1094;640;635;705;703;693;483;481;691;145;691;692;682;488;488;680;404;675;606;1060;,20;21;24;27;30;33;34;35;37;38;39;42;45;46;47;49;51;53;56;57;
8698,38.000000,6099;,1095;641;639;505;504;477;477;477;478;703;693;147;693;483;481;691;681;679;680;611;403;606;1060;,20;21;24;25;28;29;30;31;33;34;37;38;39;40;41;43;46;49;51;54;56;57;58;
8699,32.000000,5939;,1001;547;548;552;435;554;554;614;439;615;613;67;613;613;608;609;399;398;403;606;1060;,21;22;23;25;26;28;29;32;34;35;37;38;39;40;43;46;47;48;51;52;53;
8700,33.000000,5957;,1002;548;547;548;618;434;619;554;622;76;622;622;622;615;610;611;403;606;1060;,21;22;23;24;26;29;30;33;37;38;39;40;41;44;47;50;52;53;54;
8701,32.000000,5941;,1003;549;549;550;552;619;554;614;68;614;614;439;615;610;611;403;606;1060;,21;22;23;25;28;31;34;37;38;39;40;42;43;46;49;51;52;53;
8702,31.000000,6075;,1004;550;553;496;556;624;623;681;135;135;681;1135;681;487;488;405;404;403;606;1060;,21;22;24;25;26;30;33;36;37;38;39;40;41;43;45;46;47;50;51;52;
8703,37.000000,5903;,1005;551;551;550;552;619;617;595;49;595;596;441;591;592;587;604;606;1060;,21;22;23;26;29;32;34;37;38;39;42;43;45;48;51;54;57;58;
8704,29.000000,5929;,1006;552;619;617;612;440;613;608;62;62;608;608;609;399;604;606;1060;,21;22;25;27;30;32;33;36;37;38;39;40;43;44;46;49;50;
8705,27.000000,5933;,1007;553;496;436;437;438;536;537;610;64;610;537;610;611;403;606;1060;,21;22;23;24;27;31;33;36;37;38;39;40;41;44;46;47;48;
8706,19.000000,5925;,1008;554;614;439;615;610;611;403;606;60;606;1060;,21;22;25;27;28;31;34;36;37;38;39;40;
8707,28.000000,5897;,1009;555;622;615;613;613;591;592;46;592;587;604;606;1060;,21;22;25;28;30;31;34;37;38;39;42;45;48;49;
8708,23.000000,5935;,1010;556;555;622;615;610;611;65;611;403;403;606;1060;,21;22;25;28;31;34;37;38;39;41;42;43;44;
8709,30.000000,6097;,1011;557;630;626;627;486;691;692;146;146;146;692;682;488;488;405;404;403;606;1060;,21;22;24;26;29;31;32;35;36;37;38;39;42;43;44;45;46;49;50;51;
8710,28.000000,6071;,1012;558;557;624;623;681;679;133;679;679;680;404;403;606;1060;,21;22;24;28;31;34;37;38;39;40;42;44;47;48;49;
8711,35.000000,5937;,1013;559;557;556;437;554;614;612;66;612;612;440;613;608;609;399;398;403;606;1060;,21;22;25;28;31;32;35;37;38;39;40;42;43;46;49;50;51;54;55;56;
8712,36.000000,5905;,1014;560;553;552;619;617;595;596;50;596;596;441;441;591;592;587;604;606;1060;,21;22;24;26;29;31;34;37;38;39;40;41;42;44;47;50;53;56;57;
8713,33.000000,5943;,1015;561;560;556;555;622;615;69;69;615;536;537;399;604;606;1060;,21;22;24;27;30;33;36;37;38;39;41;44;48;50;53;54;
8714,38.000000,5947;,1016;562;493;492;561;560;553;552;619;617;71;617;617;612;440;613;608;609;399;604;606;1060;,21;22;23;24;26;28;30;32;35;37;38;39;40;43;45;46;49;52;53;55;58;59;
8715,35.000000,6095;,1020;566;631;489;485;484;480;486;691;145;691;691;692;407;687;677;675;606;1060;,21;22;25;27;29;32;34;36;37;38;39;40;43;45;46;49;52;55;56;
8716,22.000000,5921;,1037;583;540;540;438;536;537;399;604;58;604;606;1060;,21;22;23;24;26;28;31;35;37;38;39;42;43;
8717,25.000000,6065;,1038;584;584;395;600;602;607;676;130;676;607;606;1060;,21;22;23;27;28;31;34;37;38;39;42;45;46;
8718,23.000000,5927;,1039;585;587;604;606;607;61;61;61;61;607;607;606;1060;,21;22;25;28;31;34;35;36;37;38;39;40;43;44;
8719,26.000000,5887;,1040;586;586;584;586;585;587;41;587;587;604;606;1060;,21;22;23;27;31;34;37;38;39;40;43;46;47;
8720,27.000000,5889;,1043;589;590;401;400;398;397;588;42;588;588;397;604;606;1060;,21;22;25;27;30;32;34;37;38;39;40;43;44;47;48;
8721,20.000000,5925;,1044;590;592;609;399;604;606;60;60;60;60;606;606;1060;,21;22;25;28;29;31;34;35;36;37;38;39;40;41;
8722,29.000000,5883;,1047;593;429;429;593;594;589;590;401;585;39;585;401;400;398;403;606;1060;,21;22;23;24;25;28;31;34;36;37;38;39;40;43;45;48;49;50;
8723,34.000000,6257;,1048;594;427;426;425;775;776;771;772;226;226;772;772;772;586;588;397;604;606;1060;,21;22;23;24;26;27;30;33;36;37;38;39;40;41;44;47;50;51;54;55;
8724,25.000000,5887;,1049;595;596;441;591;592;587;41;41;41;41;587;604;606;1060;,21;22;25;26;28;31;34;35;36;37;38;39;42;45;46;
8725,30.000000,5885;,1050;596;441;591;592;587;585;586;40;586;586;588;397;604;606;1060;,21;22;23;25;28;31;34;37;38;39;40;43;46;47;50;51;
8726,31.000000,5893;,1051;597;431;428;428;429;593;594;589;590;44;590;590;401;400;398;403;606;1060;,21;22;24;25;26;27;28;31;34;37;38;39;40;42;45;47;50;51;52;
8727,32.000000,5895;,1052;598;599;617;612;440;613;591;45;591;591;592;587;604;606;1060;,21;22;25;28;31;33;34;37;38;39;40;43;46;49;52;53;
8728,33.000000,5891;,1053;599;432;595;596;441;591;589;43;43;43;589;590;401;400;398;403;606;1060;,21;22;24;26;29;30;32;35;36;37;38;39;42;44;47;49;52;53;54;
8729,26.000000,5917;,1055;601;394;394;601;600;601;600;602;56;602;602;607;606;1060;,21;22;23;24;25;28;31;34;37;38;39;40;43;46;47;
8730,18.000000,5925;,1059;605;607;606;60;606;1060;,21;22;25;28;29;38;39;
8731,27.000000,5931;,1068;614;614;439;615;613;608;609;63;63;63;63;609;611;611;403;606;606;1060;,21;22;23;25;26;28;31;34;35;36;37;38;39;42;43;45;46;47;48;
8732,24.000000,5927;,1069;615;615;610;611;403;606;606;607;607;61;607;1061;607;606;1060;,21;22;23;26;29;31;32;33;36;37;38;39;40;41;44;45;
8733,36.000000,5901;,1070;616;599;432;431;593;594;48;48;48;48;594;589;590;401;400;398;403;606;1060;,21;22;25;27;30;31;34;35;36;37;38;39;42;45;47;50;52;55;56;57;
8734,34.000000,5891;,1073;619;617;612;440;613;591;591;589;43;589;589;590;401;400;398;403;606;1060;,21;22;24;27;29;30;33;34;37;38;39;40;43;45;48;50;53;54;55;
8735,22.000000,6063;,1077;623;681;487;488;405;404;675;129;129;129;129;129;675;606;1060;,21;22;25;27;29;30;31;33;34;35;36;37;38;39;42;43;
8736,25.000000,6073;,1078;624;623;681;679;680;134;134;134;134;134;680;404;403;606;1060;,21;22;25;28;31;33;34;35;36;37;38;39;41;44;45;46;
8737,31.000000,6089;,1080;626;627;486;691;692;407;687;688;142;688;678;676;607;606;1060;,21;22;25;27;28;31;33;34;37;38;39;42;45;48;51;52;
