arc_id,agent_index
(570_572_24_27),1724;3513;5302;7091;8880;10669;12458;14247;16036;17825;
(570_572_25_28),432;2221;4010;5799;7588;9377;11166;12955;14744;16533;
(570_572_26_29),1717;3506;5295;7084;8873;10662;12451;14240;16029;17818;
(570_572_27_30),426;2215;4004;5793;7582;9371;11160;12949;14738;16527;
(570_572_28_31),
(570_572_2_5),386;620;2175;2409;3964;4198;5753;5987;7542;7776;9331;9565;11120;11354;12909;13143;14698;14932;16487;16721;
(570_572_30_33),365;2154;3943;5732;7521;9310;11099;12888;14677;16466;
(570_572_31_34),300;2089;3878;5667;7456;9245;11034;12823;14612;16401;
(570_572_33_36),303;2092;3881;5670;7459;9248;11037;12826;14615;16404;
(570_572_34_37),449;2238;4027;5816;7605;9394;11183;12972;14761;16550;
(570_572_35_38),403;2192;3981;5770;7559;9348;11137;12926;14715;16504;
(570_572_37_40),408;2197;3986;5775;7564;9353;11142;12931;14720;16509;
(570_572_39_42),299;2088;3877;5666;7455;9244;11033;12822;14611;16400;
(570_572_41_44),405;2194;3983;5772;7561;9350;11139;12928;14717;16506;
(570_572_42_45),416;2205;3994;5783;7572;9361;11150;12939;14728;16517;
(570_572_44_47),398;2187;3976;5765;7554;9343;11132;12921;14710;16499;
(570_572_4_7),260;2049;3838;5627;7416;9205;10994;12783;14572;16361;
(570_572_5_8),838;2627;4416;6205;7994;9783;11572;13361;15150;16939;
(570_572_6_9),253;2042;3831;5620;7409;9198;10987;12776;14565;16354;
(571_25_10_11),320;2109;3898;5687;7476;9265;11054;12843;14632;16421;
(571_25_11_12),250;2039;3828;5617;7406;9195;10984;12773;14562;16351;
(571_25_13_14),1099;2888;4677;6466;8255;10044;11833;13622;15411;17200;
(571_25_15_16),779;925;2568;2714;4357;4503;6146;6292;7935;8081;9724;9870;11513;11659;13302;13448;15091;15237;16880;17026;
(571_25_19_20),819;2608;4397;6186;7975;9764;11553;13342;15131;16920;
(571_25_23_24),948;985;2737;2774;4526;4563;6315;6352;8104;8141;9893;9930;11682;11719;13471;13508;15260;15297;17049;17086;
(571_25_26_27),1309;3098;4887;6676;8465;10254;12043;13832;15621;17410;
(571_25_27_28),1137;2926;4715;6504;8293;10082;11871;13660;15449;17238;
(571_25_29_30),1204;2993;4782;6571;8360;10149;11938;13727;15516;17305;
(571_25_32_33),1619;3408;5197;6986;8775;10564;12353;14142;15931;17720;
(571_25_37_38),1712;3501;5290;7079;8868;10657;12446;14235;16024;17813;
(571_25_41_42),1674;1683;3463;3472;5252;5261;7041;7050;8830;8839;10619;10628;12408;12417;14197;14206;15986;15995;17775;17784;
(571_25_45_46),1745;3534;5323;7112;8901;10690;12479;14268;16057;17846;
(571_25_4_5),1096;2885;4674;6463;8252;10041;11830;13619;15408;17197;
(571_25_6_7),29;1818;3607;5396;7185;8974;10763;12552;14341;16130;
(571_25_7_8),146;1935;3724;5513;7302;9091;10880;12669;14458;16247;
(571_25_9_10),574;2363;4152;5941;7730;9519;11308;13097;14886;16675;
(571_501_13_14),507;735;956;2296;2524;2745;4085;4313;4534;5874;6102;6323;7663;7891;8112;9452;9680;9901;11241;11469;11690;13030;13258;13479;14819;15047;15268;16608;16836;17057;
(571_501_14_15),92;1881;3670;5459;7248;9037;10826;12615;14404;16193;
(571_501_15_16),
(571_501_16_17),
(571_501_17_18),155;1944;3733;5522;7311;9100;10889;12678;14467;16256;
(571_501_19_20),
(571_501_21_22),819;1729;2608;3518;4397;5307;6186;7096;7975;8885;9764;10674;11553;12463;13342;14252;15131;16041;16920;17830;
(571_501_22_23),697;2486;4275;6064;7853;9642;11431;13220;15009;16798;
(571_501_24_25),1096;2885;4674;6463;8252;10041;11830;13619;15408;17197;
(571_501_25_26),925;948;1099;2714;2737;2888;4503;4526;4677;6292;6315;6466;8081;8104;8255;9870;9893;10044;11659;11682;11833;13448;13471;13622;15237;15260;15411;17026;17049;17200;
(571_501_26_27),985;1213;2774;3002;4563;4791;6352;6580;8141;8369;9930;10158;11719;11947;13508;13736;15297;15525;17086;17314;
(571_501_27_28),917;1054;2706;2843;4495;4632;6284;6421;8073;8210;9862;9999;11651;11788;13440;13577;15229;15366;17018;17155;
(571_501_28_29),994;2783;4572;6361;8150;9939;11728;13517;15306;17095;
(571_501_29_30),1031;2820;4609;6398;8187;9976;11765;13554;15343;17132;
(571_501_2_3),
(571_501_30_31),1089;2878;4667;6456;8245;10034;11823;13612;15401;17190;
(571_501_31_32),1035;1101;1309;2824;2890;3098;4613;4679;4887;6402;6468;6676;8191;8257;8465;9980;10046;10254;11769;11835;12043;13558;13624;13832;15347;15413;15621;17136;17202;17410;
(571_501_32_33),953;2742;4531;6320;8109;9898;11687;13476;15265;17054;
(571_501_33_34),957;1259;2746;3048;4535;4837;6324;6626;8113;8415;9902;10204;11691;11993;13480;13782;15269;15571;17058;17360;
(571_501_34_35),999;1117;1318;1669;2788;2906;3107;3458;4577;4695;4896;5247;6366;6484;6685;7036;8155;8273;8474;8825;9944;10062;10263;10614;11733;11851;12052;12403;13522;13640;13841;14192;15311;15429;15630;15981;17100;17218;17419;17770;
(571_501_35_36),844;962;2633;2751;4422;4540;6211;6329;8000;8118;9789;9907;11578;11696;13367;13485;15156;15274;16945;17063;
(571_501_36_37),1000;1221;2789;3010;4578;4799;6367;6588;8156;8377;9945;10166;11734;11955;13523;13744;15312;15533;17101;17322;
(571_501_37_38),1012;1255;2801;3044;4590;4833;6379;6622;8168;8411;9957;10200;11746;11989;13535;13778;15324;15567;17113;17356;
(571_501_38_39),907;1016;2696;2805;4485;4594;6274;6383;8063;8172;9852;9961;11641;11750;13430;13539;15219;15328;17008;17117;
(571_501_39_40),1033;1210;2822;2999;4611;4788;6400;6577;8189;8366;9978;10155;11767;11944;13556;13733;15345;15522;17134;17311;
(571_501_3_4),
(571_501_40_41),1226;3015;4804;6593;8382;10171;11960;13749;15538;17327;
(571_501_41_42),1039;1317;2828;3106;4617;4895;6406;6684;8195;8473;9984;10262;11773;12051;13562;13840;15351;15629;17140;17418;
(571_501_42_43),1104;1323;2893;3112;4682;4901;6471;6690;8260;8479;10049;10268;11838;12057;13627;13846;15416;15635;17205;17424;
(571_501_43_44),1053;1326;1683;2842;3115;3472;4631;4904;5261;6420;6693;7050;8209;8482;8839;9998;10271;10628;11787;12060;12417;13576;13849;14206;15365;15638;15995;17154;17427;17784;
(571_501_44_45),1316;3105;4894;6683;8472;10261;12050;13839;15628;17417;
(571_501_45_46),1111;2900;4689;6478;8267;10056;11845;13634;15423;17212;
(571_501_46_47),1114;1223;2903;3012;4692;4801;6481;6590;8270;8379;10059;10168;11848;11957;13637;13746;15426;15535;17215;17324;
(571_501_47_48),1116;1329;2905;3118;4694;4907;6483;6696;8272;8485;10061;10274;11850;12063;13639;13852;15428;15641;17217;17430;
(571_501_48_49),1233;3022;4811;6600;8389;10178;11967;13756;15545;17334;
(571_501_51_52),1235;3024;4813;6602;8391;10180;11969;13758;15547;17336;
(571_501_5_6),
(571_501_6_7),572;2361;4150;5939;7728;9517;11306;13095;14884;16673;
(571_501_7_8),
(571_501_9_10),146;1935;3724;5513;7302;9091;10880;12669;14458;16247;
(571_570_12_16),941;2730;4519;6308;8097;9886;11675;13464;15253;17042;
(571_570_15_19),897;948;2686;2737;4475;4526;6264;6315;8053;8104;9842;9893;11631;11682;13420;13471;15209;15260;16998;17049;
(571_570_25_29),1201;2990;4779;6568;8357;10146;11935;13724;15513;17302;
(571_570_30_34),449;2238;4027;5816;7605;9394;11183;12972;14761;16550;
(571_570_38_42),984;2773;4562;6351;8140;9929;11718;13507;15296;17085;
(571_570_39_43),1315;3104;4893;6682;8471;10260;12049;13838;15627;17416;
(571_570_41_45),997;1207;2786;2996;4575;4785;6364;6574;8153;8363;9942;10152;11731;11941;13520;13730;15309;15519;17098;17308;
(571_570_42_46),1002;2791;4580;6369;8158;9947;11736;13525;15314;17103;
(571_570_43_47),1006;2795;4584;6373;8162;9951;11740;13529;15318;17107;
(571_570_44_48),1010;2799;4588;6377;8166;9955;11744;13533;15322;17111;
(571_570_7_11),948;2737;4526;6315;8104;9893;11682;13471;15260;17049;
(571_571_22_23),1687;3476;5265;7054;8843;10632;12421;14210;15999;17788;
(571_571_25_26),985;2774;4563;6352;8141;9930;11719;13508;15297;17086;
(571_571_29_30),1089;2878;4667;6456;8245;10034;11823;13612;15401;17190;
(571_571_2_3),146;1935;3724;5513;7302;9091;10880;12669;14458;16247;
(571_571_31_32),1204;2993;4782;6571;8360;10149;11938;13727;15516;17305;
(571_571_43_44),1674;3463;5252;7041;8830;10619;12408;14197;15986;17775;
(571_571_47_48),1745;3534;5323;7112;8901;10690;12479;14268;16057;17846;
(571_572_11_14),931;2720;4509;6298;8087;9876;11665;13454;15243;17032;
(571_572_13_16),320;2109;3898;5687;7476;9265;11054;12843;14632;16421;
(571_572_19_22),317;2106;3895;5684;7473;9262;11051;12840;14629;16418;
(571_572_1_4),265;2054;3843;5632;7421;9210;10999;12788;14577;16366;
(571_572_20_23),437;2226;4015;5804;7593;9382;11171;12960;14749;16538;
(571_572_22_25),369;2158;3947;5736;7525;9314;11103;12892;14681;16470;
(571_572_23_26),387;2176;3965;5754;7543;9332;11121;12910;14699;16488;
(571_572_24_27),436;2225;4014;5803;7592;9381;11170;12959;14748;16537;
(571_572_27_30),290;2079;3868;5657;7446;9235;11024;12813;14602;16391;
(571_572_30_33),427;2216;4005;5794;7583;9372;11161;12950;14739;16528;
(571_572_36_39),301;2090;3879;5668;7457;9246;11035;12824;14613;16402;
(571_572_43_46),414;2203;3992;5781;7570;9359;11148;12937;14726;16515;
(571_572_45_48),419;2208;3997;5786;7575;9364;11153;12942;14731;16520;
(571_572_46_49),423;2212;4001;5790;7579;9368;11157;12946;14735;16524;
(571_572_4_7),788;2577;4366;6155;7944;9733;11522;13311;15100;16889;
(571_572_5_8),330;2119;3908;5697;7486;9275;11064;12853;14642;16431;
(571_572_8_11),251;789;2040;2578;3829;4367;5618;6156;7407;7945;9196;9734;10985;11523;12774;13312;14563;15101;16352;16890;
(571_631_10_14),1055;2844;4633;6422;8211;10000;11789;13578;15367;17156;
(571_631_11_15),31;628;1007;1820;2417;2796;3609;4206;4585;5398;5995;6374;7187;7784;8163;8976;9573;9952;10765;11362;11741;12554;13151;13530;14343;14940;15319;16132;16729;17108;
(571_631_12_16),28;736;1024;1817;2525;2813;3606;4314;4602;5395;6103;6391;7184;7892;8180;8973;9681;9969;10762;11470;11758;12551;13259;13547;14340;15048;15336;16129;16837;17125;
(571_631_13_17),151;1940;3729;5518;7307;9096;10885;12674;14463;16252;
(571_631_14_18),90;1879;3668;5457;7246;9035;10824;12613;14402;16191;
(571_631_15_19),835;2624;4413;6202;7991;9780;11569;13358;15147;16936;
(571_631_17_21),97;574;1886;2363;3675;4152;5464;5941;7253;7730;9042;9519;10831;11308;12620;13097;14409;14886;16198;16675;
(571_631_18_22),95;1884;3673;5462;7251;9040;10829;12618;14407;16196;
(571_631_19_23),583;938;2372;2727;4161;4516;5950;6305;7739;8094;9528;9883;11317;11672;13106;13461;14895;15250;16684;17039;
(571_631_1_5),499;727;2288;2516;4077;4305;5866;6094;7655;7883;9444;9672;11233;11461;13022;13250;14811;15039;16600;16828;
(571_631_20_24),101;689;1890;2478;3679;4267;5468;6056;7257;7845;9046;9634;10835;11423;12624;13212;14413;15001;16202;16790;
(571_631_21_25),216;577;779;1610;2005;2366;2568;3399;3794;4155;4357;5188;5583;5944;6146;6977;7372;7733;7935;8766;9161;9522;9724;10555;10950;11311;11513;12344;12739;13100;13302;14133;14528;14889;15091;15922;16317;16678;16880;17711;
(571_631_22_26),103;584;1892;2373;3681;4162;5470;5951;7259;7740;9048;9529;10837;11318;12626;13107;14415;14896;16204;16685;
(571_631_23_27),108;587;784;1687;1897;2376;2573;3476;3686;4165;4362;5265;5475;5954;6151;7054;7264;7743;7940;8843;9053;9532;9729;10632;10842;11321;11518;12421;12631;13110;13307;14210;14420;14899;15096;15999;16209;16688;16885;17788;
(571_631_24_28),901;1537;1703;2690;3326;3492;4479;5115;5281;6268;6904;7070;8057;8693;8859;9846;10482;10648;11635;12271;12437;13424;14060;14226;15213;15849;16015;17002;17638;17804;
(571_631_25_29),111;591;794;1688;1900;2380;2583;3477;3689;4169;4372;5266;5478;5958;6161;7055;7267;7747;7950;8844;9056;9536;9739;10633;10845;11325;11528;12422;12634;13114;13317;14211;14423;14903;15106;16000;16212;16692;16895;17789;
(571_631_26_30),115;699;797;1481;1904;2488;2586;3270;3693;4277;4375;5059;5482;6066;6164;6848;7271;7855;7953;8637;9060;9644;9742;10426;10849;11433;11531;12215;12638;13222;13320;14004;14427;15011;15109;15793;16216;16800;16898;17582;
(571_631_27_31),231;911;2020;2700;3809;4489;5598;6278;7387;8067;9176;9856;10965;11645;12754;13434;14543;15223;16332;17012;
(571_631_28_32),221;592;807;2010;2381;2596;3799;4170;4385;5588;5959;6174;7377;7748;7963;9166;9537;9752;10955;11326;11541;12744;13115;13330;14533;14904;15119;16322;16693;16908;
(571_631_29_33),239;596;810;1612;2028;2385;2599;3401;3817;4174;4388;5190;5606;5963;6177;6979;7395;7752;7966;8768;9184;9541;9755;10557;10973;11330;11544;12346;12762;13119;13333;14135;14551;14908;15122;15924;16340;16697;16911;17713;
(571_631_30_34),235;671;919;946;2024;2460;2708;2735;3813;4249;4497;4524;5602;6038;6286;6313;7391;7827;8075;8102;9180;9616;9864;9891;10969;11405;11653;11680;12758;13194;13442;13469;14547;14983;15231;15258;16336;16772;17020;17047;
(571_631_31_35),686;1137;1691;2475;2926;3480;4264;4715;5269;6053;6504;7058;7842;8293;8847;9631;10082;10636;11420;11871;12425;13209;13660;14214;14998;15449;16003;16787;17238;17792;
(571_631_32_36),237;631;820;951;1204;2026;2420;2609;2740;2993;3815;4209;4398;4529;4782;5604;5998;6187;6318;6571;7393;7787;7976;8107;8360;9182;9576;9765;9896;10149;10971;11365;11554;11685;11938;12760;13154;13343;13474;13727;14549;14943;15132;15263;15516;16338;16732;16921;17052;17305;
(571_631_33_37),687;954;1320;2476;2743;3109;4265;4532;4898;6054;6321;6687;7843;8110;8476;9632;9899;10265;11421;11688;12054;13210;13477;13843;14999;15266;15632;16788;17055;17421;
(571_631_34_38),702;843;958;1140;1617;2491;2632;2747;2929;3406;4280;4421;4536;4718;5195;6069;6210;6325;6507;6984;7858;7999;8114;8296;8773;9647;9788;9903;10085;10562;11436;11577;11692;11874;12351;13225;13366;13481;13663;14140;15014;15155;15270;15452;15929;16803;16944;17059;17241;17718;
(571_631_35_39),838;991;1143;1679;2627;2780;2932;3468;4416;4569;4721;5257;6205;6358;6510;7046;7994;8147;8299;8835;9783;9936;10088;10624;11572;11725;11877;12413;13361;13514;13666;14202;15150;15303;15455;15991;16939;17092;17244;17780;
(571_631_36_40),240;963;2029;2752;3818;4541;5607;6330;7396;8119;9185;9908;10974;11697;12763;13486;14552;15275;16341;17064;
(571_631_37_41),899;965;1147;2688;2754;2936;4477;4543;4725;6266;6332;6514;8055;8121;8303;9844;9910;10092;11633;11699;11881;13422;13488;13670;15211;15277;15459;17000;17066;17248;
(571_631_38_42),847;972;2636;2761;4425;4550;6214;6339;8003;8128;9792;9917;11581;11706;13370;13495;15159;15284;16948;17073;
(571_631_39_43),906;975;1198;2695;2764;2987;4484;4553;4776;6273;6342;6565;8062;8131;8354;9851;9920;10143;11640;11709;11932;13429;13498;13721;15218;15287;15510;17007;17076;17299;
(571_631_3_7),793;2582;4371;6160;7949;9738;11527;13316;15105;16894;
(571_631_40_44),978;1262;2767;3051;4556;4840;6345;6629;8134;8418;9923;10207;11712;11996;13501;13785;15290;15574;17079;17363;
(571_631_41_45),983;2772;4561;6350;8139;9928;11717;13506;15295;17084;
(571_631_42_46),987;1217;2776;3006;4565;4795;6354;6584;8143;8373;9932;10162;11721;11951;13510;13740;15299;15529;17088;17318;
(571_631_43_47),991;1214;1619;2780;3003;3408;4569;4792;5197;6358;6581;6986;8147;8370;8775;9936;10159;10564;11725;11948;12353;13514;13737;14142;15303;15526;15931;17092;17315;17720;
(571_631_44_48),996;1267;1674;2785;3056;3463;4574;4845;5252;6363;6634;7041;8152;8423;8830;9941;10212;10619;11730;12001;12408;13519;13790;14197;15308;15579;15986;17097;17368;17775;
(571_631_45_49),1001;1234;2790;3023;4579;4812;6368;6601;8157;8390;9946;10179;11735;11968;13524;13757;15313;15546;17102;17335;
(571_631_46_50),1005;1327;1681;2794;3116;3470;4583;4905;5259;6372;6694;7048;8161;8483;8837;9950;10272;10626;11739;12061;12415;13528;13850;14204;15317;15639;15993;17106;17428;17782;
(571_631_47_51),1009;1232;1680;2798;3021;3469;4587;4810;5258;6376;6599;7047;8165;8388;8836;9954;10177;10625;11743;11966;12414;13532;13755;14203;15321;15544;15992;17110;17333;17781;
(571_631_48_52),1014;1209;2803;2998;4592;4787;6381;6576;8170;8365;9959;10154;11748;11943;13537;13732;15326;15521;17115;17310;
(571_631_49_53),1018;1211;2807;3000;4596;4789;6385;6578;8174;8367;9963;10156;11752;11945;13541;13734;15330;15523;17119;17312;
(571_631_4_8),500;2289;4078;5867;7656;9445;11234;13023;14812;16601;
(571_631_50_54),1022;2811;4600;6389;8178;9967;11756;13545;15334;17123;
(571_631_51_55),1028;2817;4606;6395;8184;9973;11762;13551;15340;17129;
(571_631_52_56),1034;2823;4612;6401;8190;9979;11768;13557;15346;17135;
(571_631_6_10),800;2589;4378;6167;7956;9745;11534;13323;15112;16901;
(571_631_7_11),678;2467;4256;6045;7834;9623;11412;13201;14990;16779;
(571_631_8_12),563;2352;4141;5930;7719;9508;11297;13086;14875;16664;
(571_631_9_13),29;1818;3607;5396;7185;8974;10763;12552;14341;16130;
(571_632_10_13),850;2639;4428;6217;8006;9795;11584;13373;15162;16951;
(571_632_12_15),
(571_632_13_16),898;2687;4476;6265;8054;9843;11632;13421;15210;16999;
(571_632_16_19),894;2683;4472;6261;8050;9839;11628;13417;15206;16995;
(571_632_17_20),927;2716;4505;6294;8083;9872;11661;13450;15239;17028;
(571_632_18_21),1030;2819;4608;6397;8186;9975;11764;13553;15342;17131;
(571_632_1_4),24;1813;3602;5391;7180;8969;10758;12547;14336;16125;
(571_632_20_23),941;2730;4519;6308;8097;9886;11675;13464;15253;17042;
(571_632_21_24),1142;2931;4720;6509;8298;10087;11876;13665;15454;17243;
(571_632_23_26),219;2008;3797;5586;7375;9164;10953;12742;14531;16320;
(571_632_24_27),1477;1611;3266;3400;5055;5189;6844;6978;8633;8767;10422;10556;12211;12345;14000;14134;15789;15923;17578;17712;
(571_632_25_28),1141;2930;4719;6508;8297;10086;11875;13664;15453;17242;
(571_632_27_30),930;1478;2719;3267;4508;5056;6297;6845;8086;8634;9875;10423;11664;12212;13453;14001;15242;15790;17031;17579;
(571_632_28_31),629;931;2418;2720;4207;4509;5996;6298;7785;8087;9574;9876;11363;11665;13152;13454;14941;15243;16730;17032;
(571_632_29_32),933;2722;4511;6300;8089;9878;11667;13456;15245;17034;
(571_632_2_5),387;621;2176;2410;3965;4199;5754;5988;7543;7777;9332;9566;11121;11355;12910;13144;14699;14933;16488;16722;
(571_632_30_33),935;1613;2724;3402;4513;5191;6302;6980;8091;8769;9880;10558;11669;12347;13458;14136;15247;15925;17036;17714;
(571_632_31_34),937;2726;4515;6304;8093;9882;11671;13460;15249;17038;
(571_632_32_35),940;1675;2729;3464;4518;5253;6307;7042;8096;8831;9885;10620;11674;12409;13463;14198;15252;15987;17041;17776;
(571_632_33_36),943;2732;4521;6310;8099;9888;11677;13466;15255;17044;
(571_632_34_37),945;2734;4523;6312;8101;9890;11679;13468;15257;17046;
(571_632_35_38),947;1677;2736;3466;4525;5255;6314;7044;8103;8833;9892;10622;11681;12411;13470;14200;15259;15989;17048;17778;
(571_632_36_39),950;2739;4528;6317;8106;9895;11684;13473;15262;17051;
(571_632_37_40),952;2741;4530;6319;8108;9897;11686;13475;15264;17053;
(571_632_38_41),955;1684;2744;3473;4533;5262;6322;7051;8111;8840;9900;10629;11689;12418;13478;14207;15267;15996;17056;17785;
(571_632_41_44),964;2753;4542;6331;8120;9909;11698;13487;15276;17065;
(571_632_42_45),969;2758;4547;6336;8125;9914;11703;13492;15281;17070;
(571_632_43_46),974;2763;4552;6341;8130;9919;11708;13497;15286;17075;
(571_632_44_47),976;2765;4554;6343;8132;9921;11710;13499;15288;17077;
(571_632_45_48),980;1657;2769;3446;4558;5235;6347;7024;8136;8813;9925;10602;11714;12391;13503;14180;15292;15969;17081;17758;
(571_632_46_49),984;1659;2773;3448;4562;5237;6351;7026;8140;8815;9929;10604;11718;12393;13507;14182;15296;15971;17085;17760;
(571_632_47_50),988;2777;4566;6355;8144;9933;11722;13511;15300;17089;
(571_632_48_51),992;1671;2781;3460;4570;5249;6359;7038;8148;8827;9937;10616;11726;12405;13515;14194;15304;15983;17093;17772;
(571_632_49_52),997;2786;4575;6364;8153;9942;11731;13520;15309;17098;
(571_632_50_53),1002;2791;4580;6369;8158;9947;11736;13525;15314;17103;
(571_632_51_54),1006;2795;4584;6373;8162;9951;11740;13529;15318;17107;
(571_632_52_55),1010;2799;4588;6377;8166;9955;11744;13533;15322;17111;
(571_632_6_9),504;1015;2293;2804;4082;4593;5871;6382;7660;8171;9449;9960;11238;11749;13027;13538;14816;15327;16605;17116;
(571_632_9_12),506;733;2295;2522;4084;4311;5873;6100;7662;7889;9451;9678;11240;11467;13029;13256;14818;15045;16607;16834;
(571_634_10_14),933;2722;4511;6300;8089;9878;11667;13456;15245;17034;
(571_634_19_23),1007;2796;4585;6374;8163;9952;11741;13530;15319;17108;
(571_634_21_25),1476;3265;5054;6843;8632;10421;12210;13999;15788;17577;
(571_634_24_28),1143;2932;4721;6510;8299;10088;11877;13666;15455;17244;
(571_634_26_30),1784;3573;5362;7151;8940;10729;12518;14307;16096;17885;
(571_634_27_31),
(571_634_28_32),
(571_634_2_6),843;2632;4421;6210;7999;9788;11577;13366;15155;16944;
(571_634_30_34),1716;3505;5294;7083;8872;10661;12450;14239;16028;17817;
(571_634_31_35),1714;3503;5292;7081;8870;10659;12448;14237;16026;17815;
(571_634_32_36),1718;3507;5296;7085;8874;10663;12452;14241;16030;17819;
(571_634_33_37),1721;3510;5299;7088;8877;10666;12455;14244;16033;17822;
(571_634_35_39),1708;3497;5286;7075;8864;10653;12442;14231;16020;17809;
(571_634_36_40),1010;1710;2799;3499;4588;5288;6377;7077;8166;8866;9955;10655;11744;12444;13533;14233;15322;16022;17111;17811;
(571_634_5_9),622;2411;4200;5989;7778;9567;11356;13145;14934;16723;
(571_634_6_10),842;2631;4420;6209;7998;9787;11576;13365;15154;16943;
(571_637_10_12),1004;2793;4582;6371;8160;9949;11738;13527;15316;17105;
(571_637_12_14),999;2788;4577;6366;8155;9944;11733;13522;15311;17100;
(571_637_13_15),250;2039;3828;5617;7406;9195;10984;12773;14562;16351;
(571_637_14_16),930;2719;4508;6297;8086;9875;11664;13453;15242;17031;
(571_637_15_17),247;2036;3825;5614;7403;9192;10981;12770;14559;16348;
(571_637_16_18),372;2161;3950;5739;7528;9317;11106;12895;14684;16473;
(571_637_17_19),318;2107;3896;5685;7474;9263;11052;12841;14630;16419;
(571_637_18_20),373;2162;3951;5740;7529;9318;11107;12896;14685;16474;
(571_637_19_21),244;2033;3822;5611;7400;9189;10978;12767;14556;16345;
(571_637_1_3),946;2735;4524;6313;8102;9891;11680;13469;15258;17047;
(571_637_20_22),308;2097;3886;5675;7464;9253;11042;12831;14620;16409;
(571_637_21_23),248;994;2037;2783;3826;4572;5615;6361;7404;8150;9193;9939;10982;11728;12771;13517;14560;15306;16349;17095;
(571_637_22_24),319;1259;2108;3048;3897;4837;5686;6626;7475;8415;9264;10204;11053;11993;12842;13782;14631;15571;16420;17360;
(571_637_23_25),306;2095;3884;5673;7462;9251;11040;12829;14618;16407;
(571_637_24_26),307;1729;2096;3518;3885;5307;5674;7096;7463;8885;9252;10674;11041;12463;12830;14252;14619;16041;16408;17830;
(571_637_25_27),446;2235;4024;5813;7602;9391;11180;12969;14758;16547;
(571_637_26_28),304;2093;3882;5671;7460;9249;11038;12827;14616;16405;
(571_637_27_29),431;2220;4009;5798;7587;9376;11165;12954;14743;16532;
(571_637_28_30),370;1715;2159;3504;3948;5293;5737;7082;7526;8871;9315;10660;11104;12449;12893;14238;14682;16027;16471;17816;
(571_637_29_31),285;2074;3863;5652;7441;9230;11019;12808;14597;16386;
(571_637_30_32),287;1763;2076;3552;3865;5341;5654;7130;7443;8919;9232;10708;11021;12497;12810;14286;14599;16075;16388;17864;
(571_637_31_33),288;2077;3866;5655;7444;9233;11022;12811;14600;16389;
(571_637_32_34),283;2072;3861;5650;7439;9228;11017;12806;14595;16384;
(571_637_33_35),286;1711;2075;3500;3864;5289;5653;7078;7442;8867;9231;10656;11020;12445;12809;14234;14598;16023;16387;17812;
(571_637_34_36),281;1713;2070;3502;3859;5291;5648;7080;7437;8869;9226;10658;11015;12447;12804;14236;14593;16025;16382;17814;
(571_637_35_37),284;2073;3862;5651;7440;9229;11018;12807;14596;16385;
(571_637_36_38),407;1760;2196;3549;3985;5338;5774;7127;7563;8916;9352;10705;11141;12494;12930;14283;14719;16072;16508;17861;
(571_637_37_39),279;1706;2068;3495;3857;5284;5646;7073;7435;8862;9224;10651;11013;12440;12802;14229;14591;16018;16380;17807;
(571_637_38_40),282;1705;2071;3494;3860;5283;5649;7072;7438;8861;9227;10650;11016;12439;12805;14228;14594;16017;16383;17806;
(571_637_39_41),1657;1751;3446;3540;5235;5329;7024;7118;8813;8907;10602;10696;12391;12485;14180;14274;15969;16063;17758;17852;
(571_637_3_5),146;792;1935;2581;3724;4370;5513;6159;7302;7948;9091;9737;10880;11526;12669;13315;14458;15104;16247;16893;
(571_637_40_42),280;1749;2069;3538;3858;5327;5647;7116;7436;8905;9225;10694;11014;12483;12803;14272;14592;16061;16381;17850;
(571_637_41_43),278;2067;3856;5645;7434;9223;11012;12801;14590;16379;
(571_637_42_44),1757;3546;5335;7124;8913;10702;12491;14280;16069;17858;
(571_637_43_45),295;1744;2084;3533;3873;5322;5662;7111;7451;8900;9240;10689;11029;12478;12818;14267;14607;16056;16396;17845;
(571_637_46_48),406;2195;3984;5773;7562;9351;11140;12929;14718;16507;
(571_637_47_49),1712;3501;5290;7079;8868;10657;12446;14235;16024;17813;
(571_637_48_50),1745;3534;5323;7112;8901;10690;12479;14268;16057;17846;
(571_637_49_51),1742;3531;5320;7109;8898;10687;12476;14265;16054;17843;
(571_637_4_6),
(571_637_50_52),1725;1743;3514;3532;5303;5321;7092;7110;8881;8899;10670;10688;12459;12477;14248;14266;16037;16055;17826;17844;
(571_637_5_7),264;2053;3842;5631;7420;9209;10998;12787;14576;16365;
(571_637_6_8),325;2114;3903;5692;7481;9270;11059;12848;14637;16426;
(571_637_7_9),784;2573;4362;6151;7940;9729;11518;13307;15096;16885;
(571_637_8_10),382;2171;3960;5749;7538;9327;11116;12905;14694;16483;
(572_26_10_11),378;2167;3956;5745;7534;9323;11112;12901;14690;16479;
(572_26_11_12),251;346;2040;2135;3829;3924;5618;5713;7407;7502;9196;9291;10985;11080;12774;12869;14563;14658;16352;16447;
(572_26_14_15),931;2720;4509;6298;8087;9876;11665;13454;15243;17032;
(572_26_15_16),582;2371;4160;5949;7738;9527;11316;13105;14894;16683;
(572_26_19_20),822;2611;4400;6189;7978;9767;11556;13345;15134;16923;
(572_26_23_24),1031;2820;4609;6398;8187;9976;11765;13554;15343;17132;
(572_26_28_29),1256;1723;3045;3512;4834;5301;6623;7090;8412;8879;10201;10668;11990;12457;13779;14246;15568;16035;17357;17824;
