space_time_arc, arc_flow
(657_647_20_22),4.000000
(657_647_4_6),6.147837
(657_647_5_7),4.133611
(657_647_7_9),4.000000
(658_112_8_9),4.000000
(658_656_1_4),3.700977
(658_656_2_5),4.000000
(658_656_4_7),0.934446
(658_656_6_9),3.754612
(658_659_4_7),8.000000
(659_654_7_10),8.000000
(659_657_1_4),6.147837
(659_657_17_20),4.000000
(659_657_2_5),4.133611
(659_657_4_7),4.000000
(659_658_5_8),4.000000
(66_612_16_17),4.000000
(66_66_15_16),0.014282
(660_582_17_21),4.000000
(660_582_3_7),0.000000
(660_582_4_8),3.984681
(660_660_2_3),0.000000
(661_658_2_4),8.000000
(662_654_1_4),12.000000
(662_654_2_5),4.000000
(662_654_4_7),8.000000
(662_654_5_8),4.068311
(663_117_15_16),4.000000
(663_655_17_20),4.000000
(663_655_2_5),5.852163
(663_655_4_7),8.000000
(663_655_6_9),0.028622
(664_448_8_11),4.000000
(664_662_2_5),4.068311
(665_663_12_15),4.000000
(665_663_3_6),0.028622
(665_665_2_3),0.028622
(666_510_3_5),6.889116
(666_666_2_3),6.889116
(667_509_1_3),8.000000
(667_509_2_4),4.000000
(668_669_2_5),4.000000
(669_664_5_8),4.000000
(67_613_16_17),4.000000
(67_67_13_14),5.229586
(67_67_14_15),8.000000
(67_67_15_16),8.000000
(675_129_12_13),4.000000
(675_606_17_20),4.000000
(676_607_20_23),3.995936
(676_607_26_29),4.000000
(676_607_27_30),3.998870
(677_406_17_18),3.997792
(677_678_12_15),3.995936
(678_132_15_16),3.995936
(678_676_17_20),3.995936
(678_676_23_26),4.000000
(678_676_24_27),3.998870
(679_133_15_16),4.000000
(679_610_17_20),4.000000
(679_610_19_22),3.999835
(679_610_20_23),3.999997
(679_610_23_26),7.992249
(679_610_27_30),4.000000
(679_610_28_31),4.000000
(679_610_30_33),4.000000
(679_610_34_37),1.609695
(679_610_35_38),4.000000
(679_610_40_43),3.993725
(679_610_41_44),4.000000
(679_610_42_45),4.000000
(679_610_43_46),3.996318
(679_610_44_47),4.000000
(679_680_13_15),3.999835
(68_614_16_17),3.999904
(68_68_12_13),3.999904
(68_68_13_14),7.982760
(68_68_14_15),7.982760
(68_68_15_16),7.982760
(680_134_15_16),7.999835
(680_611_40_43),3.997473
(680_679_17_19),3.999835
(680_679_26_28),4.000000
(681_487_4_6),4.000000
(681_487_5_7),3.995936
(681_679_17_20),3.999997
(681_679_20_23),3.992249
(681_679_24_27),4.000000
(681_679_27_30),7.994923
(681_679_31_34),1.763820
(681_679_32_35),4.000000
(681_679_37_40),3.993725
(681_679_38_41),4.000000
(681_679_39_42),4.000000
(681_679_40_43),3.996318
(681_679_41_44),4.000000
(682_136_10_11),4.000000
(682_406_9_11),3.995936
(682_487_17_19),4.000000
(682_487_29_31),3.999002
(682_487_32_34),4.000000
(682_488_20_21),4.000000
(682_488_23_24),4.000000
(682_488_30_31),0.000000
(687_141_14_15),4.000000
(687_407_17_18),4.000000
(687_688_11_14),8.000000
(688_142_14_15),11.995691
(688_678_20_23),4.000000
(688_678_21_24),3.998870
(688_688_17_18),4.000000
(688_688_18_19),4.000000
(688_688_19_20),4.000000
(689_143_14_15),8.000000
(689_408_17_18),4.000000
(689_690_11_14),3.998870
(69_615_16_17),3.999914
(69_69_15_16),11.999914
(690_144_14_15),3.998870
(690_688_18_21),3.998870
(690_690_17_18),3.998870
(691_145_10_11),3.992249
(691_486_26_27),7.989991
(691_681_17_20),3.992249
(691_681_21_24),4.000000
(691_681_28_31),1.609695
(691_681_29_32),4.000000
(691_681_36_39),4.000000
(691_681_37_40),3.996318
(691_681_38_41),7.567718
(691_692_10_13),4.000000
(691_692_4_7),8.000000
(691_692_8_11),4.000000
(692_146_13_14),4.000000
(692_407_11_13),4.000000
(692_407_8_10),8.000000
(692_682_17_20),4.000000
(692_682_20_23),4.000000
(692_682_26_29),3.999002
(692_682_27_30),4.000000
(692_682_29_32),4.000000
(692_682_7_10),8.000000
(692_691_23_26),4.000000
(693_147_15_16),4.000000
(693_483_17_18),4.000000
(693_483_20_21),4.000000
(693_483_23_24),4.000000
(693_694_12_15),8.000000
(693_694_5_8),3.998870
(693_694_8_11),8.000000
(694_148_15_16),8.000000
(694_408_11_13),8.000000
(694_408_8_10),3.998870
(694_692_17_20),4.000000
(694_692_20_23),4.000000
(694_692_23_26),3.999002
(694_692_24_27),4.000000
(694_692_26_29),4.000000
(699_153_12_13),3.999002
(699_538_17_18),3.999002
(7_553_16_17),4.000000
(7_7_14_15),6.273623
(7_7_15_16),6.273623
(70_616_16_17),4.000000
(70_70_13_14),11.997224
(70_70_14_15),11.997224
(70_70_15_16),11.997224
(701_155_11_12),4.000000
(701_474_17_18),4.000000
(703_157_13_14),4.000000
(703_693_12_15),4.000000
(703_693_17_20),4.000000
(703_693_20_23),4.000000
(703_704_11_14),4.000000
(704_158_14_15),4.000000
(704_538_8_11),3.999002
(704_539_17_19),4.000000
(704_539_20_22),4.000000
(704_539_21_23),4.000000
(705_159_15_16),4.000000
(705_703_17_20),4.000000
(705_706_8_11),4.000000
(706_160_11_12),4.000000
(706_160_15_16),0.000000
(706_474_8_10),4.000000
(706_704_17_20),4.000000
(706_704_18_21),0.000000
(706_706_17_18),0.000000
(707_161_12_13),4.000000
(707_475_11_12),0.000000
(707_476_17_18),4.000000
(707_476_20_21),3.996186
(707_476_23_24),4.000000
(707_476_24_25),8.000000
(707_476_26_27),4.000000
(71_617_16_17),4.000000
(71_71_13_14),1.666582
(71_71_14_15),1.666582
(71_71_15_16),1.666582
(72_618_16_17),4.000000
(72_72_15_16),6.566490
(73_619_16_17),4.000000
(73_73_12_13),4.000000
(73_73_13_14),4.000000
(73_73_14_15),7.998919
(73_73_15_16),7.998919
(74_620_16_17),4.000000
(74_74_12_13),4.000000
(74_74_13_14),4.000000
(74_74_14_15),4.000000
(74_74_15_16),8.000000
(74_74_5_6),4.000000
(75_621_16_17),4.000000
(75_75_12_13),8.000000
(75_75_13_14),8.000000
(75_75_14_15),8.000000
(75_75_15_16),12.000000
(76_622_16_17),4.000000
(76_76_12_13),6.077802
(76_76_13_14),6.077802
(76_76_14_15),6.077802
(76_76_15_16),6.077802
(766_220_15_16),4.000000
(766_767_17_20),4.000000
(767_221_11_12),4.000000
(767_766_12_15),4.000000
(767_777_17_20),4.000000
(767_777_20_23),4.000000
(769_223_14_15),4.000000
(769_774_17_20),4.000000
(77_623_16_17),4.000000
(77_77_12_13),8.000000
(77_77_13_14),8.000000
(77_77_14_15),8.000000
(77_77_15_16),8.000000
(770_769_11_14),4.000000
(771_225_14_15),3.998307
(771_776_17_20),3.998307
(771_776_22_25),4.000000
(772_226_14_15),4.000000
(772_770_8_11),4.000000
(772_771_19_22),4.000000
(772_772_17_18),4.000000
(772_772_18_19),4.000000
(773_227_15_16),3.999983
(773_424_20_21),4.000000
(773_424_23_24),4.000000
(773_773_17_18),3.999983
(773_775_18_21),3.999983
(774_228_14_15),4.000000
(774_773_17_20),4.000000
(774_773_20_23),4.000000
(775_229_13_14),0.739497
(775_229_15_16),3.260503
(775_425_17_18),3.260503
(775_425_20_21),2.523303
(775_589_18_21),0.739497
(775_589_21_24),3.999983
(775_589_23_26),3.998307
(775_589_28_31),4.000000
(775_775_17_18),0.739497
(775_776_9_12),1.476696
(776_230_12_13),1.476696
(776_230_15_16),6.523303
(776_590_17_20),1.476696
(776_774_11_14),4.000000
(776_775_17_20),2.523303
(776_775_20_23),3.998307
(776_775_25_28),4.000000
(777_231_15_16),4.000000
(777_424_11_14),3.999983
(777_767_8_11),4.000000
(777_767_9_12),4.000000
(777_777_17_18),4.000000
(777_778_23_26),4.000000
(777_779_18_21),4.000000
(777_779_20_23),4.000000
(778_232_15_16),0.000000
(778_232_7_8),3.993515
(778_429_17_19),0.000000
(778_429_19_21),3.993515
(778_429_22_24),3.592816
(778_429_26_28),4.000000
(778_777_12_15),4.000000
(778_777_5_8),8.000000
(778_777_8_11),3.999983
(778_778_17_18),3.993515
(778_778_18_19),3.993515
(778_779_12_15),1.676657
(779_233_11_12),6.323343
(779_233_15_16),1.676657
(779_427_17_20),2.323343
(779_427_20_23),1.676657
(779_427_21_24),4.000000
(779_427_23_26),4.000000
(779_778_12_15),0.000000
(779_779_17_18),1.676657
(779_779_18_19),1.676657
(779_779_19_20),1.676657
(78_624_16_17),4.000000
(78_78_10_11),8.000000
(78_78_12_13),8.000000
(78_78_13_14),8.000000
(78_78_14_15),8.000000
(78_78_15_16),8.000000
(79_625_16_17),3.999741
(79_79_15_16),8.000000
(8_554_16_17),4.000000
(8_8_10_11),1.480226
(8_8_12_13),5.480226
(8_8_13_14),5.480226
(8_8_14_15),9.480226
(8_8_15_16),9.480226
(8_8_9_10),1.480226
(80_626_16_17),4.000000
(80_80_12_13),8.000000
(80_80_13_14),8.000000
(80_80_14_15),8.000000
(80_80_15_16),8.000000
(81_627_16_17),4.000000
(81_81_12_13),1.065266
(81_81_13_14),1.065266
(81_81_14_15),1.065266
(81_81_15_16),1.065266
(813_267_14_15),3.993725
(813_473_17_18),3.993725
(815_269_14_15),3.997473
(815_472_11_12),3.993725
(815_472_17_18),3.997473
(82_628_16_17),4.000000
(825_638_17_20),4.000000
(825_638_20_23),4.000000
(825_638_5_8),4.000000
(826_280_15_16),4.000000
(826_638_18_21),4.000000
(826_826_17_18),4.000000
(827_281_8_9),4.000000
(827_825_17_20),4.000000
(83_629_16_17),4.000000
(84_630_16_17),3.995419
(84_84_12_13),11.995419
(84_84_13_14),11.995419
(84_84_14_15),11.995419
(84_84_15_16),11.995419
(85_631_16_17),4.000000
(85_85_13_14),8.000000
(85_85_14_15),9.483858
(85_85_15_16),9.483858
(86_632_16_17),4.000000
(86_86_15_16),6.648634
(87_633_16_17),3.999756
(88_634_16_17),4.000000
(88_88_14_15),5.840080
(88_88_15_16),8.374290
(89_635_16_17),4.000000
(89_89_15_16),2.390305
(9_555_16_17),4.000000
(9_9_13_14),8.000000
(9_9_14_15),8.000000
(9_9_15_16),8.000000
(90_636_16_17),3.973390
(90_90_15_16),3.973390
(91_637_16_17),4.000000
(91_91_14_15),7.992280
(91_91_15_16),7.992280
(92_638_16_17),3.996186
(92_92_10_11),3.996186
(92_92_12_13),3.996186
(92_92_13_14),3.996186
(92_92_14_15),3.996186
(92_92_15_16),3.996186
(92_92_3_4),3.996186
(92_92_4_5),3.996186
(92_92_5_6),3.996186
(92_92_6_7),3.996186
(92_92_7_8),3.996186
(92_92_8_9),3.996186
(92_92_9_10),3.996186
(93_639_16_17),4.000000
(93_93_14_15),11.864017
(93_93_15_16),11.864017
(94_640_16_17),4.000000
(94_94_14_15),4.000000
(94_94_15_16),4.000000
(95_641_16_17),4.000000
(95_95_15_16),4.000000
(96_642_16_17),4.000000
(96_96_15_16),8.000000
(97_643_16_17),3.981774
(97_97_13_14),7.981774
(97_97_14_15),9.807630
(97_97_15_16),9.807630
(98_644_16_17),4.000000
(98_98_15_16),9.783853
(99_645_16_17),4.000000
(99_99_13_14),8.000000
(99_99_14_15),8.000000
(99_99_15_16),12.000000
(1_1_17_18),8.000000
(1_1_18_19),8.000000
(1_1_19_20),8.000000
(1_547_20_21),4.000000
(10_10_10_11),7.998089
(10_10_12_13),7.998089
(10_10_13_14),7.998089
(10_10_16_17),7.998089
(10_10_17_18),7.998089
(10_10_18_19),7.998089
(10_10_19_20),7.998089
(10_10_9_10),3.998089
(10_556_10_20),0.000000
(10_556_20_21),3.998089
(10_556_6_20),0.000000
(100_100_16_17),4.000000
(100_100_17_18),4.000000
(100_100_18_19),4.000000
(100_100_19_20),4.000000
(100_646_20_21),4.000000
(101_101_17_18),8.000000
(101_101_18_19),8.000000
(101_101_19_20),8.000000
(101_647_20_21),4.000000
(102_102_17_18),8.000000
(102_102_18_19),8.000000
(102_102_19_20),8.000000
(102_648_20_21),4.000000
(103_103_12_13),4.000000
(103_103_13_14),4.000000
(103_103_16_17),4.000000
(103_103_17_18),4.000000
(103_103_18_19),4.000000
(103_103_19_20),4.000000
(103_649_20_21),4.000000
(104_104_16_17),8.000000
(104_104_17_18),8.000000
(104_104_18_19),8.000000
(104_104_19_20),8.000000
(104_104_3_4),4.000000
(104_104_4_5),4.000000
(104_650_20_21),4.000000
(106_652_20_21),4.000000
(1066_612_22_23),0.806520
(107_107_16_17),8.000000
(107_107_17_18),8.000000
(107_107_18_19),8.000000
(107_107_19_20),8.000000
(107_653_20_21),4.000000
(1078_624_22_23),0.000000
(108_108_17_18),8.000000
(108_108_18_19),8.000000
(108_108_19_20),8.000000
(108_654_20_21),4.000000
(109_109_18_19),8.000000
(109_109_19_20),8.000000
(109_655_20_21),4.000000
(11_11_12_13),8.000000
(11_11_13_14),8.000000
(11_11_16_17),8.000000
(11_11_17_18),8.000000
(11_11_18_19),8.000000
(11_11_19_20),8.000000
(11_557_20_21),4.000000
(110_110_18_19),8.000000
(110_110_19_20),8.000000
(110_656_20_21),4.000000
(111_657_20_21),4.000000
(112_112_16_17),8.000000
(112_112_17_18),8.000000
(112_112_18_19),8.000000
(112_112_19_20),8.000000
(112_658_20_21),4.000000
(113_113_18_19),8.000000
(113_113_19_20),8.000000
(113_659_20_21),4.000000
(1135_681_22_23),0.000000
(114_114_19_20),8.000000
(114_660_20_21),4.000000
(115_115_14_15),8.000000
(115_115_15_16),8.000000
(115_115_16_17),8.000000
(115_115_17_18),8.000000
(115_115_18_19),8.000000
(115_115_19_20),8.000000
(115_661_20_21),4.000000
(116_116_17_18),8.000000
(116_116_18_19),8.000000
(116_116_19_20),8.000000
(116_662_20_21),4.000000
(117_117_10_11),8.000000
(117_117_12_13),8.000000
(117_117_13_14),8.000000
(117_117_14_15),8.000000
(117_117_15_16),8.000000
(117_117_16_17),8.000000
(117_117_17_18),8.000000
(117_117_18_19),8.000000
(117_117_19_20),8.000000
(117_117_9_10),8.000000
(117_663_20_21),4.000000
(12_12_16_17),8.000000
(12_12_17_18),8.000000
(12_12_18_19),8.000000
(12_12_19_20),8.000000
(12_12_5_6),4.000000
(12_12_6_7),4.000000
(12_558_20_21),4.000000
(120_120_12_13),8.000000
(120_120_13_14),8.000000
(120_120_14_15),8.000000
(120_120_15_16),8.000000
(120_120_16_17),8.000000
(120_120_17_18),8.000000
(120_120_18_19),8.000000
(120_120_19_20),8.000000
(120_666_20_21),4.000000
(121_121_12_13),4.000000
(121_121_13_14),8.000000
(121_121_14_15),8.000000
(121_121_15_16),8.000000
(121_121_16_17),8.000000
(121_121_17_18),8.000000
(121_121_18_19),8.000000
(121_121_19_20),8.000000
(121_667_20_21),4.000000
(124_124_12_13),4.000000
(124_124_13_14),4.000000
(124_124_14_15),4.000000
(124_124_15_16),4.000000
(124_124_16_17),4.000000
(124_124_17_18),4.000000
(124_124_18_19),4.000000
(124_124_19_20),4.000000
(124_670_20_21),4.000000
(129_129_16_17),8.000000
(129_129_17_18),8.000000
(129_129_18_19),8.000000
(129_129_19_20),8.000000
(129_675_20_21),4.000000
(13_13_12_13),7.998742
(13_13_13_14),7.998742
(13_13_14_15),7.998742
(13_13_15_16),7.998742
(13_13_16_17),7.998742
(13_13_17_18),7.998742
(13_13_18_19),7.998742
(13_13_19_20),7.998742
(13_13_8_9),3.998832
(13_559_20_21),3.998832
(131_131_16_17),4.000000
(131_131_17_18),4.000000
(131_131_18_19),8.000000
(131_131_19_20),8.000000
(131_677_20_21),4.000000
(133_133_10_11),4.000000
(133_133_11_12),4.000000
(133_133_12_13),4.000000
(133_133_13_14),4.000000
(133_133_14_15),4.000000
(133_133_15_16),4.000000
(133_133_16_17),4.000000
(133_133_17_18),4.000000
(133_133_18_19),4.000000
(133_133_19_20),4.000000
(133_679_20_21),4.000000
(134_134_11_12),4.000000
(134_134_12_13),4.000000
(134_134_13_14),4.000000
(134_134_14_15),4.000000
(134_134_15_16),4.000000
(134_134_16_17),8.000000
(134_134_17_18),8.000000
(134_134_18_19),8.000000
(134_134_19_20),8.000000
(134_680_20_21),4.000000
(135_135_18_19),4.000000
(135_135_19_20),4.000000
(135_681_20_21),4.000000
(136_136_18_19),8.000000
(136_136_19_20),8.000000
(136_682_20_21),4.000000
(14_14_16_17),4.000000
(14_14_17_18),4.000000
(14_14_18_19),4.000000
(14_14_19_20),4.000000
(14_14_6_7),4.000000
(14_14_8_9),4.000000
(14_560_20_21),4.000000
(141_141_19_20),4.000000
(141_687_20_21),4.000000
(142_142_16_17),7.995691
(142_142_17_18),7.995691
(142_142_18_19),7.995691
(142_142_19_20),7.995691
(142_688_20_21),4.000000
(143_143_16_17),4.000000
(143_143_17_18),4.000000
(143_143_18_19),4.000000
(143_143_19_20),4.000000
(143_689_20_21),4.000000
(145_145_16_17),6.666926
(145_145_17_18),6.666926
(145_145_18_19),6.666926
(145_145_19_20),6.666926
(145_691_20_21),4.000000
(146_146_17_18),4.000000
(146_146_18_19),4.000000
(146_146_19_20),4.000000
(146_692_20_21),4.000000
(147_147_13_14),4.000000
(147_147_14_15),4.000000
(147_147_15_16),4.000000
(147_147_16_17),4.000000
(147_147_17_18),4.000000
(147_147_18_19),4.000000
(147_147_19_20),4.000000
(147_693_20_21),4.000000
(148_148_16_17),8.000000
(148_148_17_18),8.000000
(148_148_18_19),8.000000
(148_148_19_20),8.000000
(148_694_20_21),4.000000
(15_15_10_11),4.000000
(15_15_12_13),4.000000
(15_15_16_17),4.000000
(15_15_17_18),4.000000
(15_15_18_19),4.000000
(15_15_19_20),4.000000
(15_15_9_10),4.000000
(15_561_20_21),4.000000
(153_153_18_19),4.000000
(153_153_19_20),4.000000
(153_699_20_21),4.000000
(154_154_19_20),4.000000
(154_700_20_21),4.000000
(155_155_17_18),4.000000
(155_155_18_19),4.000000
(155_155_19_20),4.000000
(155_701_20_21),4.000000
(156_156_16_17),4.000000
(156_156_17_18),4.000000
(156_156_18_19),4.000000
(156_156_19_20),4.000000
(156_702_20_21),4.000000
(157_157_16_17),4.000000
(157_157_17_18),4.000000
(157_157_18_19),4.000000
(157_157_19_20),4.000000
(157_703_20_21),4.000000
(158_158_16_17),4.000000
(158_158_17_18),4.000000
(158_158_18_19),4.000000
(158_158_19_20),4.000000
(158_704_20_21),4.000000
(159_159_19_20),4.000000
(159_705_20_21),4.000000
(16_16_16_17),5.824437
(16_16_17_18),5.824437
(16_16_18_19),5.824437
(16_16_19_20),5.824437
(16_562_20_21),4.000000
(160_706_20_21),4.000000
(161_707_20_21),4.000000
(17_17_14_15),4.000000
(17_17_15_16),4.000000
(17_17_16_17),7.999769
(17_17_17_18),7.999769
(17_17_18_19),7.999769
(17_17_19_20),7.999769
(17_563_20_21),4.000000
(18_18_17_18),5.536345
(18_18_18_19),5.536345
(18_18_19_20),5.536345
(18_564_20_21),3.995045
(19_19_17_18),8.000000
(19_19_18_19),8.000000
(19_19_19_20),8.000000
(19_565_20_21),4.000000
(2_2_18_19),8.000000
(2_2_19_20),8.000000
(2_548_20_21),4.000000
(20_20_10_11),8.000000
(20_20_12_13),8.000000
(20_20_16_17),8.000000
(20_20_17_18),8.000000
(20_20_18_19),8.000000
(20_20_19_20),8.000000
(20_20_8_9),8.000000
(20_20_9_10),8.000000
(20_566_20_21),4.000000
(21_21_14_15),3.998995
(21_21_16_17),3.998995
(21_21_17_18),3.998995
(21_21_18_19),3.998995
(21_21_19_20),3.998995
(21_567_20_21),4.000000
(22_22_18_19),8.000000
(22_22_19_20),8.000000
(22_568_20_21),4.000000
(221_221_16_17),4.000000
(221_221_17_18),4.000000
(221_221_18_19),4.000000
(221_221_19_20),4.000000
(221_767_20_21),4.000000
(227_227_13_14),4.000000
(227_227_14_15),4.000000
(227_227_15_16),4.000000
(227_227_16_17),4.000000
(227_227_17_18),4.000000
(227_227_18_19),4.000000
(227_227_19_20),4.000000
(227_773_20_21),4.000000
(229_229_18_19),4.000000
(229_229_19_20),4.000000
(229_775_20_21),4.000000
(23_23_18_19),4.000000
(23_23_19_20),4.000000
(23_569_20_21),4.000000
(230_230_16_17),4.000000
(230_230_17_18),4.000000
(230_230_18_19),4.000000
(230_230_19_20),4.000000
(230_776_20_21),4.000000
(231_231_18_19),4.000000
(231_231_19_20),4.000000
(231_777_20_21),4.000000
(232_778_20_21),4.000000
(233_233_16_17),4.000000
(233_233_17_18),4.000000
(233_233_18_19),4.000000
(233_233_19_20),4.000000
(233_779_20_21),4.000000
(24_24_13_14),8.000000
(24_24_14_15),8.000000
(24_24_16_17),8.000000
(24_24_17_18),8.000000
(24_24_18_19),8.000000
(24_24_19_20),8.000000
(24_570_20_21),4.000000
(25_25_16_17),4.000000
(25_25_17_18),4.000000
(25_25_18_19),4.000000
(25_25_19_20),4.000000
(25_571_20_21),4.000000
(26_26_12_13),3.310942
(26_26_13_14),3.310942
(26_26_14_15),3.310942
(26_26_15_16),7.280398
(26_26_16_17),7.280398
(26_26_17_18),7.280398
(26_26_18_19),7.280398
(26_26_19_20),7.280398
(26_26_8_9),3.310942
(26_26_9_10),3.310942
(26_572_20_21),4.000000
(267_813_20_21),4.000000
(27_27_19_20),3.999992
(27_573_20_21),4.000000
(279_825_20_21),4.000000
(28_28_18_19),4.000000
(28_28_19_20),4.000000
(28_574_20_21),4.000000
(280_280_15_16),4.000000
(280_280_16_17),4.000000
(280_280_17_18),4.000000
(280_280_18_19),4.000000
(280_280_19_20),4.000000
(280_826_20_21),4.000000
(29_29_18_19),4.000000
(29_29_19_20),4.000000
(29_575_20_21),4.000000
(3_3_16_17),8.000000
(3_3_17_18),8.000000
(3_3_18_19),8.000000
(3_3_19_20),8.000000
(3_549_20_21),4.000000
(30_30_16_17),4.000000
(30_30_17_18),7.999297
(30_30_18_19),7.999297
(30_30_19_20),7.999297
(30_576_20_21),4.000000
(31_31_12_13),7.996985
(31_31_13_14),7.996985
(31_31_16_17),7.996985
(31_31_17_18),7.996985
(31_31_18_19),7.996985
(31_31_19_20),7.996985
(31_577_20_21),4.000000
(32_32_16_17),8.000000
(32_32_17_18),8.000000
(32_32_18_19),8.000000
(32_32_19_20),8.000000
(32_578_20_21),4.000000
(33_33_16_17),4.000000
(33_33_17_18),4.000000
(33_33_18_19),8.000000
(33_33_19_20),8.000000
(33_579_20_21),4.000000
(34_34_12_13),4.000000
(34_34_13_14),4.000000
(34_34_16_17),4.000000
(34_34_17_18),4.000000
(34_34_18_19),4.000000
(34_34_19_20),4.000000
(34_580_20_21),4.000000
(35_35_12_13),4.000000
(35_35_16_17),4.000000
(35_35_17_18),4.000000
(35_35_18_19),4.000000
(35_35_19_20),4.000000
(35_581_20_21),4.000000
(356_356_12_13),8.000000
(356_356_13_14),8.000000
(356_356_14_15),8.000000
(356_356_15_16),8.000000
(356_356_16_17),8.000000
(356_356_17_18),8.000000
(356_356_18_19),8.000000
(356_356_19_20),8.000000
(356_902_20_21),4.000000
(36_36_17_18),4.000000
(36_36_18_19),4.000000
(36_36_19_20),8.000000
(36_582_20_21),4.000000
(37_37_19_20),2.370954
(37_583_20_21),4.000000
(39_39_16_17),4.000000
(39_39_17_18),4.000000
(39_39_18_19),4.000000
(39_39_19_20),4.000000
(39_585_20_21),4.000000
(397_604_5_6),0.000000
(398_399_4_5),0.000000
(399_537_14_18),0.000000
(399_537_23_27),4.000000
(399_537_27_31),4.000000
(399_537_3_7),0.000000
(399_537_5_9),0.000000
(399_537_8_12),0.000000
(399_604_14_16),4.000000
(399_609_12_13),4.000000
(399_609_15_16),4.000000
(4_4_12_13),4.000000
(4_4_16_17),4.000000
(4_4_17_18),4.000000
(4_4_18_19),4.000000
(4_4_19_20),4.000000
(4_550_20_21),4.000000
(400_398_2_4),0.000000
(400_609_25_28),8.000000
(400_609_9_12),4.000000
(401_400_22_25),4.278839
(401_400_6_9),4.000000
(403_404_11_14),4.000000
(403_404_8_11),4.338617
(403_611_22_24),4.000000
(403_611_25_27),8.000000
(403_611_9_11),0.000000
(404_405_11_12),4.338617
(404_675_13_15),4.000000
(405_404_12_13),4.000000
(405_488_12_13),4.338617
(405_488_24_25),4.000000
(405_488_27_28),4.000000
(406_405_22_24),4.000000
(406_405_25_27),4.000000
(406_677_13_14),4.000000
(407_406_22_25),4.000000
(407_692_25_27),4.000000
(408_689_14_15),4.000000
(408_694_22_24),4.000000
(408_694_25_27),4.000000
(409_408_23_25),4.000000
(409_409_26_27),4.000000
(409_409_27_28),4.000000
(409_539_26_29),4.000000
(409_539_28_31),4.000000
(409_539_31_34),4.000000
(41_41_10_11),4.000000
(41_41_12_13),4.000000
(41_41_13_14),4.000000
(41_41_16_17),4.000000
(41_41_17_18),4.000000
(41_41_18_19),4.000000
(41_41_19_20),4.000000
(41_41_8_9),4.000000
(41_41_9_10),4.000000
(41_587_20_21),4.000000
(410_409_22_26),4.000000
(410_409_27_31),4.000000
(410_410_25_26),4.000000
(410_410_26_27),4.000000
(424_425_22_25),4.000000
(424_773_11_12),4.000000
(425_425_22_23),4.000000
(425_425_25_26),4.000000
(425_426_23_25),4.000000
(425_426_25_27),4.000000
(425_426_26_28),4.000000
(425_775_11_12),4.000000
(425_779_12_14),4.000000
(425_779_9_11),4.000000
(426_425_9_11),4.000000
(426_441_25_29),4.000000
(426_441_27_31),4.000000
(426_441_28_32),4.000000
(427_426_8_9),4.000000
(428_427_5_8),4.000000
(429_593_26_27),4.000000
(429_593_30_31),4.000000
(429_778_17_19),4.000000
(43_43_17_18),4.000000
(43_43_18_19),4.000000
(43_43_19_20),4.000000
(43_589_20_21),4.000000
(431_428_4_5),4.000000
(432_599_6_8),4.000000
(433_434_3_5),0.000000
(433_616_11_14),4.000000
(434_434_15_16),0.375244
(434_435_5_8),0.000000
(434_618_16_19),0.375244
(435_435_2_3),0.000000
(435_435_26_27),4.000000
(435_436_22_24),4.000000
(435_436_24_26),4.000000
(435_436_3_5),0.000000
(435_436_47_49),4.000000
(435_436_5_7),0.000000
(435_436_8_10),0.000000
(436_436_42_43),4.000000
(436_436_43_44),4.000000
(436_436_44_45),4.000000
(436_436_45_46),4.000000
(436_436_46_47),4.000000
(436_436_47_48),4.000000
(436_436_48_49),4.000000
(436_436_49_50),4.000000
(436_436_50_51),4.000000
(436_436_51_52),4.000000
(436_437_24_27),5.137151
(436_437_45_48),4.000000
(436_437_47_50),4.000000
(436_437_48_51),4.000000
(436_437_49_52),4.000000
(436_437_50_53),4.000000
(436_437_52_55),4.000000
(436_496_10_11),0.000000
(436_496_40_41),4.000000
(436_496_41_42),4.000000
(436_496_42_43),4.000000
(436_496_43_44),4.000000
(436_496_45_46),4.000000
(436_496_46_47),4.000000
(436_496_48_49),8.000000
(436_496_7_8),0.000000
(437_436_38_41),4.000000
(437_436_39_42),4.000000
(437_436_40_43),4.000000
(437_436_42_45),4.000000
(437_436_43_46),4.000000
(437_436_45_48),4.000000
(437_437_30_31),0.806520
(437_437_36_37),4.000000
(437_437_37_38),4.000000
(437_437_38_39),4.000000
(437_437_39_40),4.000000
(437_437_41_42),4.000000
(437_437_43_44),8.000000
(437_437_44_45),4.000000
(437_437_6_7),0.000000
(437_437_7_8),0.000000
(437_437_8_9),0.000000
(437_438_31_35),4.000000
(437_554_11_12),0.000000
(437_556_3_6),0.000000
(437_556_8_11),0.000000
(437_556_9_12),0.000000
(438_437_28_32),1.629046
(438_437_32_36),4.000000
(438_437_33_37),4.000000
(438_437_34_38),7.418003
(438_437_35_39),4.000000
(438_437_36_40),4.000000
(438_437_39_43),8.000000
(438_437_8_12),0.000000
(438_439_32_34),4.000000
(438_439_5_7),4.000000
(438_540_15_17),2.370954
(438_540_16_18),1.629046
(439_438_13_15),2.370954
(439_438_30_32),4.000000
(439_438_32_34),7.418003
(439_438_34_36),4.000000
(439_438_6_8),0.000000
(439_439_22_23),0.000000
(439_439_5_6),0.000000
(439_440_15_17),0.806520
(439_440_7_9),4.000000
