arc_id,agent_index
(574_568_19_21),109;
(574_568_1_3),27;502;
(574_568_20_22),157;585;
(574_568_21_23),217;777;
(574_568_22_24),909;1690;
(574_568_23_25),229;589;
(574_568_24_26),230;594;
(574_568_25_27),914;
(574_568_26_28),228;
(574_568_27_29),232;625;
(574_568_28_30),921;
(574_568_2_4),624;
(574_568_31_33),238;824;1261;
(574_568_34_36),1678;
(574_568_4_6),503;731;950;
(574_568_8_10),508;955;
(574_568_9_11),143;
(574_574_13_14),377;
(574_574_21_22),909;
(574_574_22_23),1261;
(574_574_25_26),1115;
(574_574_2_3),149;390;
(574_574_31_32),1144;
(574_574_3_4),149;390;
(574_574_4_5),390;
(574_575_17_20),996;
(574_575_1_4),268;
(574_575_21_24),1145;
(574_575_22_25),
(574_575_23_26),1261;
(574_575_32_35),429;
(574_575_33_36),435;
(574_575_35_38),1772;
(574_575_38_41),1758;
(574_575_4_7),149;384;840;
(574_575_5_8),390;
(574_575_7_10),380;
(574_575_8_11),257;
(575_29_10_11),380;
(575_29_11_12),257;
(575_29_12_13),585;
(575_29_15_16),692;
(575_29_17_18),789;
(575_29_19_20),914;
(575_29_23_24),991;
(575_29_24_25),1145;
(575_29_29_30),1264;
(575_29_4_5),34;
(575_29_7_8),149;
(575_528_12_13),35;
(575_528_17_18),692;
(575_528_1_2),28;269;
(575_528_20_21),114;
(575_528_21_22),789;1480;1614;
(575_528_22_23),1262;1691;
(575_528_24_25),801;1620;
(575_528_25_26),991;1694;
(575_528_28_29),690;996;
(575_528_29_30),1693;
(575_528_2_3),391;1054;
(575_528_31_32),1145;
(575_528_32_33),841;1682;
(575_528_34_35),1149;
(575_528_35_36),853;1229;
(575_528_39_40),1107;
(575_528_45_46),1269;
(575_528_4_5),509;737;956;
(575_528_5_6),1058;
(575_528_9_10),34;
(575_530_13_16),257;
(575_530_14_17),380;
(575_530_16_19),390;
(575_530_21_24),1146;
(575_530_22_25),
(575_530_2_5),150;
(575_530_31_34),413;
(575_530_35_38),429;
(575_530_36_39),435;
(575_574_10_13),632;
(575_574_13_16),153;
(575_574_14_17),156;814;
(575_574_16_19),109;909;
(575_574_17_20),157;585;
(575_574_18_21),217;
(575_574_1_4),503;731;950;
(575_574_20_23),229;589;1115;
(575_574_21_24),230;594;
(575_574_22_25),914;
(575_574_23_26),228;
(575_574_24_27),232;625;
(575_574_25_28),921;
(575_574_26_29),1261;
(575_574_28_31),238;824;
(575_574_31_34),1264;1678;
(575_574_35_38),1266;
(575_574_38_41),1216;
(575_574_5_8),508;955;
(575_574_8_11),510;738;
(575_574_9_12),149;854;
(575_575_13_14),380;
(575_575_21_22),914;
(575_575_2_3),847;
(575_580_21_25),1733;
(575_580_25_29),
(575_580_38_42),1772;
(575_580_3_7),847;
(575_580_41_45),1758;
(575_580_4_8),391;
(575_580_7_11),384;840;
(575_581_20_23),996;
(575_581_2_5),625;
(575_581_4_7),268;
(575_581_7_10),841;
(575_581_8_11),390;
(576_1030_10_11),
(576_1030_11_12),
(576_1030_12_13),
(576_1030_13_14),253;325;333;453;
(576_1030_14_15),259;386;
(576_1030_15_16),251;260;328;378;
(576_1030_16_17),256;262;263;346;382;389;
(576_1030_17_18),258;261;276;322;385;460;
(576_1030_18_19),250;252;320;334;381;454;
(576_1030_19_20),245;255;267;323;384;394;
(576_1030_20_21),247;257;270;324;374;388;
(576_1030_21_22),243;264;273;330;367;380;451;
(576_1030_22_23),241;265;318;326;337;383;445;
(576_1030_23_24),242;266;321;335;352;390;442;
(576_1030_24_25),244;268;317;327;339;395;444;
(576_1030_25_26),246;271;308;329;372;437;443;
(576_1030_26_27),248;274;312;331;362;438;459;
(576_1030_27_28),249;292;315;332;348;439;461;
(576_1030_28_29),254;306;310;336;373;430;462;
(576_1030_29_30),269;307;313;340;375;436;464;
(576_1030_30_31),272;293;316;342;377;432;473;
(576_1030_31_32),275;304;314;345;379;440;
(576_1030_32_33),277;290;319;349;426;446;
(576_1030_33_34),289;291;338;353;387;452;
(576_1030_34_35),285;309;341;356;396;463;
(576_1030_35_36),287;311;343;358;427;468;
(576_1030_36_37),288;300;347;363;412;
(576_1030_37_38),283;302;350;369;424;447;
(576_1030_38_39),286;303;354;391;428;
(576_1030_39_40),281;305;357;397;431;
(576_1030_40_41),284;344;359;403;433;
(576_1030_41_42),298;301;364;413;434;
(576_1030_42_43),279;351;368;408;441;
(576_1030_43_44),282;355;376;420;
(576_1030_44_45),296;299;401;418;458;
(576_1030_45_46),280;360;404;429;467;
(576_1030_46_47),278;365;405;435;471;
(576_1030_47_48),294;370;409;448;
(576_1030_48_49),295;392;414;455;
(576_1030_49_50),297;398;421;465;
(576_1030_4_5),
(576_1030_50_51),361;400;419;469;
(576_1030_51_52),366;406;423;472;
(576_1030_52_53),371;410;449;
(576_1030_53_54),393;415;456;
(576_1030_54_55),399;417;466;
(576_1030_55_56),402;422;470;
(576_1030_56_57),407;425;474;
(576_1030_57_58),411;450;
(576_1030_58_59),416;457;
(576_1030_5_6),
(576_1030_6_7),
(576_1030_7_8),
(576_1030_8_9),
(576_1030_9_10),
(576_30_10_11),259;
(576_30_11_12),253;325;453;584;
(576_30_12_13),796;
(576_30_15_16),693;
(576_30_16_17),935;
(576_30_19_20),911;
(576_30_23_24),1035;
(576_30_25_26),1265;
(576_30_29_30),1139;
(576_30_32_33),1722;
(576_30_38_39),1671;
(576_30_45_46),1746;
(576_30_4_5),90;
(576_30_7_8),152;386;
(576_30_9_10),333;
(576_572_10_12),152;905;
(576_572_11_13),96;812;
(576_572_12_14),97;
(576_572_13_15),154;582;815;1030;
(576_572_14_16),209;
(576_572_16_18),105;
(576_572_17_19),584;822;1038;
(576_572_18_20),219;693;
(576_572_19_21),588;
(576_572_1_3),29;504;732;
(576_572_20_22),111;694;
(576_572_21_23),112;796;1481;1615;
(576_572_22_24),231;911;
(576_572_23_25),117;592;804;1212;
(576_572_24_26),120;596;918;
(576_572_25_27),620;919;935;1617;
(576_572_27_29),631;953;1619;
(576_572_28_30),695;818;954;1618;
(576_572_29_31),698;1669;
(576_572_30_32),838;1679;
(576_572_31_33),240;1004;1139;
(576_572_32_34),355;1008;1265;1674;
(576_572_33_35),847;1013;1148;1676;
(576_572_34_36),1017;1146;
(576_572_35_37),1021;1150;
(576_572_36_38),915;1027;1225;1680;
(576_572_37_39),1034;1153;
(576_572_38_40),1037;1214;
(576_572_39_41),1105;1219;
(576_572_3_5),571;799;
(576_572_40_42),1222;
(576_572_41_43),1114;1223;1236;
(576_572_42_44),1224;
(576_572_43_45),1227;1671;
(576_572_44_46),1220;
(576_572_45_47),1230;
(576_572_46_48),1235;
(576_572_47_49),1237;
(576_572_49_51),1328;
(576_572_4_6),506;733;
(576_572_5_7),677;850;1055;
(576_572_6_8),628;
(576_572_7_9),573;736;
(576_572_8_10),507;735;
(576_572_9_11),90;346;575;1023;
(576_576_13_14),259;386;
(576_576_16_17),460;
(576_576_17_18),693;
(576_576_21_22),372;911;
(576_576_22_23),372;1263;
(576_576_23_24),372;
(576_576_24_25),372;
(576_576_25_26),315;1035;
(576_576_26_27),315;
(576_576_27_28),377;
(576_576_28_29),377;
(576_576_29_30),377;
(576_576_31_32),1265;
(576_576_35_36),363;
(576_576_36_37),424;
(576_576_43_44),401;
(576_576_9_10),152;
(576_577_20_23),274;
(576_577_23_26),1730;
(576_577_30_33),347;
(576_577_8_11),792;
(576_578_10_13),838;1008;
(576_578_11_14),837;
(576_578_15_18),1004;
(576_578_1_4),270;
(576_578_21_24),1734;
(576_578_22_25),
(576_578_26_29),1728;
(576_578_29_32),1724;
(576_578_33_36),1715;
(576_578_35_38),
(576_578_37_40),1776;
(576_578_38_41),1707;
(576_578_39_42),1773;
(576_578_3_6),266;
(576_578_49_52),1753;
(576_578_4_7),844;
(576_578_5_8),388;
(576_578_7_10),620;
(576_578_8_11),385;
(576_637_12_15),155;
(576_637_14_17),1025;
(576_637_16_19),901;
(576_637_17_20),1101;
(576_637_23_26),1263;
(576_637_24_27),239;1616;
(576_637_25_28),
(576_637_26_29),1035;
(576_637_28_31),957;
(576_637_2_5),151;
(576_637_31_34),1010;1621;
(576_637_34_37),1681;
(576_637_35_38),1226;
(576_637_36_39),1683;
(576_637_38_41),1053;
(576_637_39_42),1267;
(576_637_42_45),1329;
(576_637_47_50),1722;
(576_637_4_7),31;272;
(576_637_5_8),897;1056;
(576_637_8_11),1099;
(576_637_9_12),803;
(576_643_1_3),951;
(576_643_21_23),1147;
(576_643_24_26),1148;
(576_643_25_27),
(576_643_29_31),353;
(576_643_2_4),626;848;
(576_643_30_32),
(576_643_31_33),1717;
(576_643_33_35),1778;
(576_643_34_36),
(576_643_36_38),
(576_643_43_45),1755;
(576_643_47_49),1746;
(576_643_7_9),328;
(576_643_8_10),389;
(576_643_9_11),260;
(577_31_10_11),261;
(577_31_11_12),256;381;792;
(577_31_13_14),586;
(577_31_15_16),688;
(577_31_19_20),916;
(577_31_23_24),1117;
(577_31_25_26),1146;
(577_31_26_27),1730;
(577_31_29_30),1262;1321;
(577_31_45_46),1754;
(577_31_6_7),150;
(577_31_7_8),32;954;
(577_530_12_13),98;
(577_530_13_14),381;1029;
(577_530_15_16),100;
(577_530_16_17),113;
(577_530_17_18),106;586;
(577_530_18_19),107;
(577_530_19_20),226;
(577_530_1_2),30;505;
(577_530_20_21),590;
(577_530_21_22),119;792;
(577_530_22_23),225;
(577_530_23_24),595;
(577_530_24_25),806;
(577_530_25_26),1692;
(577_530_26_27),234;630;
(577_530_27_28),236;817;1667;
(577_530_28_29),821;
(577_530_29_30),701;837;
(577_530_2_3),152;849;
(577_530_30_31),840;
(577_530_31_32),1321;
(577_530_32_33),845;
(577_530_33_34),852;
(577_530_35_36),895;
(577_530_37_38),1152;
(577_530_39_40),1109;
(577_530_43_44),1228;
(577_530_45_46),1231;
(577_530_8_9),851;
(577_530_9_10),32;580;
(577_545_1_3),271;
(577_545_21_23),1735;
(577_545_22_24),1264;
(577_545_32_34),1779;
(577_545_33_35),1780;
(577_545_36_38),1775;
(577_545_4_6),267;
(577_545_5_7),1053;
(577_573_11_14),691;
(577_573_12_15),581;
(577_573_13_16),1031;
(577_573_14_17),1110;
(577_573_15_18),908;
(577_573_16_19),215;
(577_573_17_20),688;
(577_573_18_21),110;
(577_573_1_4),952;
(577_573_20_23),700;1113;
(577_573_21_24),916;
(577_573_22_25),275;
(577_573_24_27),808;
(577_573_25_28),344;1117;
(577_573_26_29),396;
(577_573_27_30),351;
(577_573_28_31),350;
(577_573_29_32),354;
(577_573_30_33),357;
(577_573_31_34),1262;
(577_573_34_37),1151;
(577_573_35_38),361;910;
(577_573_36_39),360;
(577_573_38_41),1268;
(577_573_4_7),33;734;
(577_573_5_8),
(577_573_9_12),150;681;
(577_576_13_16),256;
(577_576_14_17),261;
(577_576_15_18),381;
(577_576_16_19),255;384;911;
(577_576_17_20),257;
(577_576_18_21),330;380;
(577_576_19_22),265;
(577_576_1_4),733;
(577_576_20_23),266;390;1035;
(577_576_21_24),268;1148;1616;
(577_576_22_25),246;
(577_576_23_26),274;
(577_576_24_27),348;1619;
(577_576_25_28),254;954;
(577_576_26_29),269;464;
(577_576_27_30),272;
(577_576_28_31),275;1004;1621;
(577_576_29_32),349;1674;
(577_576_2_5),1055;
(577_576_30_33),289;
(577_576_31_34),309;1146;
(577_576_32_35),311;1021;
(577_576_33_36),347;1680;
(577_576_34_37),350;
(577_576_35_38),354;
(577_576_36_39),357;
(577_576_37_40),344;
(577_576_38_41),364;
(577_576_39_42),351;
(577_576_40_43),355;
(577_576_41_44),458;
(577_576_42_45),360;
(577_576_43_46),365;
(577_576_44_47),370;
(577_576_45_48),392;
(577_576_46_49),465;1328;
(577_576_47_50),361;
(577_576_48_51),366;
(577_576_49_52),371;
(577_576_4_7),152;736;
(577_576_50_53),393;
(577_576_51_54),399;
(577_576_52_55),402;
(577_576_53_56),407;
(577_576_54_57),411;
(577_576_55_58),416;
(577_576_5_8),389;
(577_577_13_14),261;
(577_577_19_20),1113;
(577_577_22_23),
(577_577_47_48),1754;
(577_578_20_23),377;
(577_578_21_24),375;
(577_578_23_26),
(577_578_24_27),379;1731;
(577_578_26_29),
(577_578_27_30),1732;
(577_578_28_31),1726;
(577_578_29_32),1727;
(577_578_2_5),627;
(577_578_30_33),412;
(577_578_31_34),1777;
(577_578_33_36),397;1719;
(577_578_34_37),434;
(577_578_35_38),413;
(577_578_36_39),368;
(577_578_37_40),376;
(577_578_39_42),429;
(577_578_40_43),435;
(577_578_42_45),1756;
(577_578_46_49),410;
(577_578_47_50),1730;
(577_578_48_51),1754;
(577_578_5_8),845;
(577_578_8_11),262;
(578_1032_31_32),1225;
(578_32_10_11),460;
(578_32_11_12),262;385;
(578_32_12_13),590;
(578_32_14_15),806;
(578_32_15_16),694;
(578_32_19_20),918;
(578_32_25_26),1150;
(578_32_29_30),1225;
(578_32_36_37),1719;
(578_32_45_46),1756;
(578_32_6_7),97;
(578_32_7_8),154;
(578_32_8_9),276;957;
(578_507_32_37),1727;
(578_524_13_16),838;
(578_524_32_35),1724;
(578_524_3_6),337;
(578_524_4_7),270;
(578_576_10_13),154;582;815;1030;
(578_576_11_14),1025;
(578_576_12_15),693;
(578_576_13_16),105;262;460;901;
(578_576_14_17),276;822;1038;
(578_576_15_18),219;454;
(578_576_16_19),267;
(578_576_17_20),111;270;388;694;
(578_576_18_21),112;264;451;
(578_576_19_22),231;337;
(578_576_1_4),31;272;506;
(578_576_20_23),117;335;592;
(578_576_21_24),120;339;395;596;918;
(578_576_22_25),271;620;1265;1617;
(578_576_23_26),331;459;
(578_576_24_27),332;461;631;
(578_576_25_28),336;462;695;818;957;1618;
(578_576_26_29),340;698;1669;
(578_576_27_30),342;473;838;1679;
(578_576_28_31),240;345;1010;
(578_576_29_32),355;1008;
(578_576_2_5),850;1056;
(578_576_30_33),338;452;847;1013;1676;
(578_576_31_34),341;463;1017;1681;
(578_576_32_35),343;468;1150;
(578_576_33_36),412;915;1027;1225;1683;
(578_576_34_37),447;1034;1153;
(578_576_35_38),391;1037;1214;1671;
(578_576_36_39),397;1105;1219;
(578_576_37_40),359;1222;
(578_576_38_41),413;1114;1223;
(578_576_39_42),368;1224;
(578_576_3_6),628;
(578_576_40_43),376;1227;
(578_576_41_44),1220;
(578_576_42_45),429;1230;
(578_576_43_46),435;1235;
(578_576_44_47),448;1237;
(578_576_45_48),455;
(578_576_46_49),421;
(578_576_47_50),469;
(578_576_48_51),472;
(578_576_49_52),410;
(578_576_4_7),573;
(578_576_50_53),456;
(578_576_51_54),417;
(578_576_52_55),470;
(578_576_53_56),474;
(578_576_54_57),450;
(578_576_55_58),457;
(578_576_5_8),507;735;1099;
(578_576_6_9),346;575;803;1023;
(578_576_7_10),905;
(578_576_8_11),453;584;812;
(578_576_9_12),97;
(578_577_10_13),1031;
(578_577_12_15),100;688;908;
(578_577_13_16),215;911;
(578_577_14_17),106;
(578_577_15_18),107;
(578_577_16_19),226;916;1113;
(578_577_17_20),266;590;1035;
(578_577_19_22),225;
(578_577_1_4),734;
(578_577_20_23),1117;
(578_577_21_24),806;
(578_577_22_25),344;1692;
(578_577_23_26),234;396;630;
(578_577_24_27),236;817;1667;
(578_577_25_28),350;821;
(578_577_26_29),349;837;1321;1674;
(578_577_27_30),357;
(578_577_29_32),845;
(578_577_32_35),361;895;
(578_577_33_36),360;
(578_577_38_41),458;
(578_577_40_43),1228;
(578_577_42_45),1231;
(578_577_43_46),465;1328;
(578_577_6_9),580;
(578_577_8_11),691;
(578_577_9_12),581;
(578_578_11_12),693;
(578_578_13_14),276;
(578_578_21_22),362;1617;
(578_578_24_25),462;
(578_578_2_3),392;628;
(578_578_31_32),1150;
(578_578_47_48),1719;
(578_578_9_10),154;
(578_579_13_17),1008;
(578_579_25_29),1267;
(578_579_29_33),1728;
(578_579_31_35),1768;
(578_579_6_10),266;
(578_580_18_21),1004;
(578_580_21_24),1149;
(578_580_2_5),153;
(578_580_4_7),98;801;
(578_580_6_9),808;
(578_643_10_12),588;
(578_643_13_15),385;
(578_643_16_18),274;
(578_643_17_19),919;
(578_643_19_21),352;
(578_643_1_3),953;
(578_643_20_22),239;
(578_643_21_23),1482;
(578_643_22_24),362;
(578_643_23_25),377;
(578_643_24_26),375;
(578_643_25_27),353;
(578_643_27_29),379;1226;
(578_643_29_31),1739;
(578_643_34_36),1053;
(578_643_35_37),467;1267;
(578_643_37_39),434;1236;
(578_643_38_40),1329;
(578_643_3_5),392;
(578_643_42_44),471;
(578_643_5_7),155;
(578_643_6_8),394;
(578_643_7_9),813;
(578_643_9_11),454;1059;
(578_645_10_13),620;
(578_645_14_17),837;
(578_645_21_24),1736;
(578_645_22_25),
(578_645_24_27),1734;
(578_645_25_28),
(578_645_26_29),
(578_645_27_30),1731;
(578_645_28_31),
(578_645_29_32),
(578_645_30_33),1732;
(578_645_31_34),1726;
(578_645_32_35),
(578_645_33_36),1769;
(578_645_34_37),1777;
(578_645_35_38),
(578_645_36_39),1715;
(578_645_37_40),
(578_645_38_41),
(578_645_39_42),1768;
(578_645_40_43),1776;
(578_645_41_44),1707;
(578_645_42_45),1727;1773;
(578_645_47_50),1756;
(578_645_48_51),1719;
(578_645_4_7),215;274;
(578_645_50_53),1730;1758;
(578_645_51_54),1733;1754;
(578_645_52_55),1753;
(578_645_5_8),627;
(578_645_7_10),844;
(578_645_8_11),388;845;
(579_33_10_11),266;
(579_33_11_12),391;595;
(579_33_13_14),818;
(579_33_17_18),1008;
(579_33_28_29),1152;
(579_33_29_30),1267;
(579_33_33_34),1728;
(579_33_45_46),1772;
(579_33_4_5),109;
(579_33_7_8),157;
(579_578_10_14),822;
(579_578_11_15),694;
(579_578_13_17),266;919;
(579_578_15_19),352;
(579_578_16_20),1117;
(579_578_17_21),362;
(579_578_18_22),271;
(579_578_19_23),396;
(579_578_1_5),507;735;
(579_578_20_24),461;631;
(579_578_21_25),350;818;1150;1618;
(579_578_23_27),473;
(579_578_24_28),240;
(579_578_25_29),355;1008;1225;
(579_578_27_31),463;1768;
(579_578_28_32),361;
(579_578_29_33),1027;1683;1769;
(579_578_30_34),1034;
(579_578_31_35),467;1037;1267;
(579_578_33_37),1236;
(579_578_34_38),1223;
(579_578_35_39),1768;
(579_578_36_40),1227;
(579_578_38_42),1230;
(579_578_39_43),1235;
(579_578_3_7),154;
(579_578_40_44),1237;
(579_578_4_8),276;584;812;957;
(579_578_5_9),454;1059;
(579_578_6_10),588;1031;
(579_578_9_13),911;
(579_579_26_27),1768;
(579_579_2_3),154;393;
(579_579_47_48),1772;
(579_579_8_9),911;
(579_579_9_10),157;
(579_580_10_13),157;594;
(579_580_11_14),217;
(579_580_12_15),110;700;
(579_580_13_16),229;1115;
(579_580_14_17),230;
(579_580_15_18),119;
(579_580_16_19),275;921;
(579_580_17_20),595;
(579_580_1_4),32;954;
(579_580_21_24),238;
(579_580_22_25),354;1266;1693;
(579_580_23_26),701;
(579_580_24_27),840;1678;
(579_580_27_30),852;1680;
(579_580_2_5),851;
(579_580_31_34),1152;
(579_580_5_8),585;
(579_580_7_10),586;814;1029;
(579_580_8_11),692;
(579_580_9_12),109;
(579_582_15_18),1021;
(579_582_23_26),1216;
(579_647_10_12),847;
(579_647_13_15),391;596;
(579_647_1_3),273;
(579_647_21_23),1737;
(579_647_22_24),1781;
(579_647_24_26),1153;1740;
(579_647_25_27),
(579_647_26_28),1782;
(579_647_27_29),
(579_647_2_4),629;1057;
(579_647_30_32),
(579_647_31_33),
(579_647_32_34),
(579_647_34_36),
(579_647_3_5),393;
(579_647_47_49),1728;
(579_647_48_50),1772;
(579_647_50_52),1735;
(579_647_5_7),630;
(579_647_6_8),816;
(579_647_9_11),352;817;
(579_656_14_17),840;
(579_656_3_6),341;
(579_656_5_8),396;852;
(579_656_8_11),275;
(579_656_9_12),631;
(57_57_26_27),1428;
(57_57_27_28),1428;
(57_57_28_29),1428;
(57_57_29_30),1428;
(57_57_30_31),1428;
(57_57_31_32),1428;
(57_57_32_33),1428;
(57_57_33_34),1428;
(57_57_34_35),1504;
(57_57_35_36),1504;
(57_57_36_37),1504;
(57_57_37_38),1504;
(57_57_6_7),176;
(57_57_7_8),176;
(57_603_34_35),1428;
(57_603_38_39),1504;
(57_603_8_9),176;
(580_34_11_12),384;
(580_34_13_14),594;
(580_34_15_16),700;
(580_34_19_20),921;
(580_34_21_22),1004;1151;
(580_34_25_26),1733;
(580_34_29_30),1229;
(580_34_45_46),1758;
(580_34_5_6),153;
(580_34_7_8),98;267;
(580_34_9_10),808;
(580_545_10_11),586;1029;
(580_545_11_12),1110;
(580_545_13_14),113;384;
(580_545_15_16),110;
(580_545_17_18),268;700;
(580_545_18_19),119;
(580_545_19_20),275;
(580_545_1_2),33;736;
(580_545_20_21),595;
(580_545_21_22),348;808;1619;1738;
(580_545_22_23),
(580_545_24_25),351;
(580_545_25_26),354;1004;1621;
(580_545_26_27),701;
(580_545_27_28),840;
(580_545_29_30),1021;
(580_545_2_3),
(580_545_30_31),852;1680;
(580_545_31_32),1151;
(580_545_32_33),910;
(580_545_34_35),1152;
(580_545_35_36),1268;
(580_545_36_37),1109;
(580_545_4_5),32;954;
(580_545_5_6),851;
(580_545_9_10),98;
(580_575_10_14),814;
(580_575_11_15),692;
(580_575_12_16),109;909;
(580_575_13_17),157;
(580_575_14_18),217;
(580_575_15_19),914;
(580_575_16_20),229;1115;
(580_575_17_21),230;594;
(580_575_1_5),508;955;
(580_575_20_24),232;
(580_575_21_25),921;
(580_575_24_28),238;
(580_575_25_29),1264;1693;
(580_575_27_31),1678;
(580_575_31_35),1229;
(580_575_6_10),632;
(580_575_8_12),585;
(580_575_9_13),153;
(580_578_13_16),267;
(580_578_18_21),395;
(580_578_1_4),274;
(580_578_22_25),1267;
(580_578_26_29),1739;
(580_578_2_5),155;
(580_578_3_6),394;
(580_578_47_50),1758;
(580_578_48_51),1733;
(580_579_11_14),840;
(580_579_22_25),
(580_579_25_28),1152;
(580_579_28_31),
(580_579_29_32),
(580_579_2_5),630;852;
(580_579_42_45),1772;
(580_579_5_8),275;
(580_579_6_9),631;
(580_579_7_10),847;
(580_579_8_11),391;
(580_580_2_3),394;
(580_580_47_48),1733;
(580_581_24_28),1149;
(580_581_25_29),1266;
(580_581_7_11),801;
(580_582_24_28),1735;
(580_582_4_8),271;
(580_582_7_11),395;
(581_35_11_12),390;801;
(581_35_12_13),589;
(581_35_23_24),996;
(581_35_28_29),1149;
(581_35_29_30),1266;
(581_35_5_6),35;
(581_35_7_8),156;268;
(581_575_11_14),156;
(581_575_13_16),390;
(581_575_17_20),114;589;
(581_575_1_4),34;509;737;956;
(581_575_20_23),228;
(581_575_21_24),625;801;1620;
(581_575_22_25),1694;
(581_575_25_28),690;824;996;
(581_575_29_32),841;1682;
(581_575_2_5),1058;
(581_575_31_34),1149;
(581_575_32_35),853;1266;
(581_575_35_38),1216;
(581_575_36_39),1107;
(581_575_42_45),1269;
(581_575_5_8),510;738;
(581_575_6_9),854;
(581_575_9_12),35;
(581_580_13_17),268;
(581_580_1_5),275;
(581_580_21_25),1152;
(581_580_22_26),1739;
(581_580_24_28),
(581_580_2_6),631;
(581_580_3_7),395;
(581_581_10_11),156;
(581_581_21_22),1739;
(581_581_22_23),1268;
(581_581_23_24),1268;
(581_581_24_25),1268;
(581_581_2_3),156;395;
(581_581_31_32),1266;
(581_581_3_4),156;
(581_581_4_5),156;
(581_581_5_6),156;
(581_581_6_7),156;
(581_581_9_10),156;
(581_582_10_14),841;
(581_582_25_29),1268;
(581_582_2_6),853;
(581_582_5_9),625;
(582_36_11_12),395;
(582_36_16_17),824;
(582_36_18_19),1021;
(582_36_26_27),1216;
(582_36_28_29),1735;
(582_36_29_30),1268;
(582_36_5_6),113;
(582_36_8_9),271;
(582_36_9_10),625;
(582_541_22_25),1269;
(582_579_15_18),271;
(582_579_1_4),276;957;
(582_579_21_24),1153;1740;
(582_579_23_26),1782;
(582_579_27_30),
(582_579_2_5),396;1059;
(582_579_47_50),1735;
(582_579_4_7),157;
(582_579_8_11),694;
(582_580_11_15),914;
(582_580_14_18),395;
(582_580_16_20),232;
(582_580_17_21),348;
(582_580_20_24),351;
(582_580_21_25),1621;
(582_580_25_29),1021;1229;
(582_580_28_32),910;
(582_580_2_6),632;
(582_580_31_35),1268;
(582_580_32_36),1109;
(582_580_7_11),1110;
(582_580_8_12),909;
(582_580_9_13),113;
(582_581_13_17),114;
(582_581_16_20),228;
(582_581_17_21),625;
(582_581_1_5),35;510;738;
(582_581_21_25),690;824;
(582_581_25_29),841;1682;
(582_581_28_32),853;
(582_581_2_6),854;
(582_581_31_35),1216;
(582_581_32_36),1107;
(582_581_38_42),1269;
(582_581_8_12),589;
(582_582_13_14),271;395;
(582_582_14_15),271;
(582_582_22_23),1782;
(582_582_2_3),157;
(582_582_3_4),157;
(582_582_7_8),694;
(582_660_14_18),841;
(582_660_6_10),853;
(583_37_14_15),537;
(583_37_15_16),606;
(583_37_18_19),746;
(583_37_19_20),885;
(583_37_23_24),1052;
(583_37_2_3),158;
(583_37_33_34),1407;
(583_37_41_42),1639;
(583_37_7_8),190;
(583_37_8_9),371;
(583_540_10_11),190;
(583_540_13_14),371;
(583_540_17_18),537;
(583_540_18_19),606;
(583_540_1_2),36;277;511;739;958;
(583_540_21_22),746;1154;1348;1483;1622;1741;
(583_540_22_23),1270;1409;1559;
(583_540_23_24),885;
(583_540_25_26),1052;
(583_540_2_3),397;633;855;1060;
(583_540_35_36),1407;
(583_540_43_44),1639;
(583_540_9_10),158;
(583_583_17_18),606;
(583_583_21_22),885;
(583_583_22_23),885;
(583_583_9_10),190;
(584_1038_35_36),1435;
(584_38_25_26),1351;
(584_38_33_34),1368;1435;
(584_38_37_38),1510;
(584_38_7_8),163;
(584_38_8_9),645;
(584_395_23_27),1560;
(584_395_40_44),1510;
(584_584_22_23),1560;1695;
(584_584_35_36),1368;
(584_584_37_38),1435;
(584_584_38_39),1435;
(584_584_39_40),1510;
(584_586_10_14),531;
(584_586_21_25),1349;1484;
(584_586_27_31),1562;
(584_586_29_33),1353;
(584_586_2_6),634;
(584_586_35_39),1351;
(584_586_36_40),1368;
(584_586_39_43),1435;
(584_586_40_44),1367;1427;
(584_586_41_45),1369;1429;
(584_586_42_46),1371;1434;
(584_586_43_47),1380;
(584_586_44_48),1372;1437;
(584_586_45_49),1428;
(584_586_46_50),1432;
(584_586_47_51),1376;
(584_586_50_54),1448;
(584_586_53_57),1449;
(584_586_7_11),644;
(584_588_17_22),645;
(584_588_1_6),512;740;
(584_588_28_33),1366;
(584_588_2_7),159;398;856;1061;
(584_605_1_6),37;278;959;
(584_605_21_26),1155;1623;
(584_605_23_28),1695;
(584_605_9_14),163;
(584_768_22_28),1410;
(584_768_26_32),1365;
(584_768_27_33),1426;
(584_808_27_33),1414;
(585_39_10_11),533;
(585_39_11_12),875;
(585_39_21_22),1350;
(585_39_2_3),160;
(585_39_30_31),1491;
(585_39_31_32),1431;
(585_39_33_34),1373;
(585_39_37_38),1565;
(585_401_17_18),533;
(585_401_1_2),38;279;513;741;960;
(585_401_20_21),531;
(585_401_21_22),875;1156;1624;
(585_401_24_25),1625;
(585_401_25_26),1697;
(585_401_2_3),399;635;857;
(585_401_35_36),1431;
(585_401_39_40),1565;
(585_401_4_5),39;514;742;
(585_401_5_6),636;858;1063;
(585_401_9_10),160;
(585_585_22_23),1411;
(585_585_29_30),1415;
(585_585_35_36),1373;
(585_585_39_40),1441;1491;
(585_586_23_26),1411;
(585_586_27_30),1357;1489;
(585_586_30_33),1415;1494;
(585_586_34_37),1568;
(585_586_35_38),1350;
(585_586_36_39),1373;
(585_586_37_40),1431;
(585_586_38_41),1354;1419;
