agent_id,column_cost,served_pax_group,Path_node_sequence,path_time_sequence
879,39,2404;,1063;609;611;680;679;681;623;627;81;627;626;624;557;624;556;1010;,1;2;5;8;10;13;16;19;20;21;24;27;31;35;39;40;
880,29,2395;,1065;611;610;615;439;614;619;434;434;618;72;618;618;552;553;496;556;1010;,1;2;5;8;9;11;14;15;16;19;20;21;22;25;27;28;29;30;
881,24,2334;,1067;613;615;622;555;556;557;11;11;11;11;557;556;1010;,1;2;4;7;10;13;16;17;18;19;20;21;24;25;
882,25,2337;,1074;620;620;620;621;547;548;550;560;14;14;14;14;14;14;560;495;496;556;1010;,1;2;3;4;5;7;8;11;14;15;16;17;18;19;20;21;22;24;25;26;
883,30,2326;,1075;621;621;618;552;553;496;495;551;549;3;549;551;495;496;556;1010;,1;2;3;5;8;10;11;13;16;19;20;21;24;27;29;30;31;
884,49,2465;,1081;627;486;691;692;407;687;688;142;142;142;142;142;142;688;687;407;692;691;486;627;626;630;557;558;560;495;495;496;556;1010;,1;2;4;5;8;10;11;14;15;16;17;18;19;20;21;24;25;27;30;31;33;36;38;40;42;44;45;46;48;49;50;
885,54,2476;,1082;628;629;479;693;694;408;689;699;153;153;153;699;538;409;408;694;693;479;629;484;485;489;490;557;624;557;556;1010;,1;2;5;7;8;11;13;14;17;18;19;20;21;22;23;25;27;30;31;33;35;38;40;41;43;47;51;54;55;
886,35,2360;,1083;629;484;627;623;622;540;438;540;583;37;583;583;583;540;540;540;438;437;556;1010;,1;2;4;6;9;12;14;16;18;19;20;21;22;23;24;25;26;28;32;35;36;
887,20,2333;,1084;630;630;630;557;556;10;556;1010;,1;2;3;4;6;9;10;20;21;
888,40,2394;,1085;631;490;491;558;560;553;552;619;617;71;71;617;617;619;614;622;623;624;556;1010;,1;2;3;5;7;9;11;13;16;18;19;20;21;22;24;27;30;33;36;40;41;
889,55,2477;,1086;632;633;478;703;704;538;699;700;154;154;700;410;409;539;483;480;484;627;626;624;555;622;555;556;1010;,1;2;5;7;8;11;14;15;18;19;20;21;22;26;29;32;34;36;38;41;44;46;49;52;55;56;
890,21,2333;,1088;634;502;501;636;631;559;557;556;10;556;1010;,1;2;4;7;8;10;13;16;19;20;21;22;
891,36,2468;,1089;635;504;477;478;703;693;694;692;691;145;691;691;486;486;627;623;624;556;1010;,1;2;3;4;6;7;10;13;16;19;20;21;22;23;24;26;29;32;36;37;
892,51,2590;,1091;637;634;635;504;477;476;707;473;813;267;813;473;475;476;477;503;502;501;636;631;490;491;558;560;495;496;556;1010;,1;2;5;8;9;10;13;14;18;19;20;21;22;25;27;30;31;34;37;38;40;41;43;45;47;48;50;51;52;
893,56,2479;,1092;638;815;472;813;701;702;156;156;156;156;156;702;700;410;410;410;409;539;483;480;484;627;623;624;557;556;1010;,1;2;6;7;9;12;15;16;17;18;19;20;21;24;25;26;27;31;34;37;39;41;43;46;49;53;56;57;
894,27,2401;,1093;639;505;634;502;632;628;485;626;624;78;78;624;1078;624;556;1010;,1;2;3;5;7;9;12;13;15;18;19;20;21;22;23;27;28;
895,37,2409;,1094;640;635;634;502;634;571;632;86;632;632;628;485;485;626;624;555;556;1010;,1;2;5;8;10;12;16;19;20;21;22;25;26;27;29;32;34;37;38;
896,52,2439;,1095;641;646;645;652;452;654;662;116;116;116;116;662;654;452;652;645;578;577;530;529;531;532;533;498;497;493;494;495;496;556;1010;,1;2;5;8;10;12;13;16;17;18;19;20;21;24;25;27;29;32;35;36;38;39;40;41;42;43;44;46;49;51;52;53;
897,57,2478;,1096;642;638;815;472;813;701;155;155;155;155;701;474;538;409;409;409;539;483;480;484;485;489;490;557;624;557;556;1010;,1;2;6;10;11;13;16;17;18;19;20;21;22;25;26;27;28;31;34;36;38;41;43;44;46;50;54;57;58;
898,33,2347;,1097;643;643;576;637;634;571;570;24;570;570;500;566;559;557;556;1010;,1;2;3;5;8;11;15;19;20;21;22;23;25;27;30;33;34;
899,38,2410;,1099;645;646;644;637;571;632;633;87;633;629;628;485;626;624;555;556;1010;,1;2;5;8;11;13;16;19;20;21;24;27;28;30;33;35;38;39;
900,53,2426;,1100;646;641;642;649;103;103;103;103;103;103;103;103;103;649;642;640;635;634;571;631;490;490;490;491;558;560;556;1010;,1;2;5;8;11;12;13;14;15;16;17;18;19;20;21;24;27;30;33;37;41;42;43;44;46;48;50;53;54;
901,58,2602;,1101;647;645;652;653;648;649;825;279;825;638;707;476;477;503;502;501;636;631;559;557;624;557;556;1010;,1;2;5;7;10;13;16;19;20;21;24;27;28;31;32;35;38;39;41;44;47;51;55;58;59;
902,34,2414;,1102;648;653;652;645;578;576;637;91;637;637;571;631;490;557;556;1010;,1;2;5;8;10;13;16;19;20;21;22;24;28;29;31;34;35;
903,39,2470;,1103;649;642;640;635;504;477;478;703;693;147;693;479;479;480;486;627;626;624;555;556;1010;,1;2;5;8;11;12;13;15;16;19;20;21;22;23;24;26;28;31;34;36;39;40;
904,54,2427;,1104;650;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;650;648;641;639;505;634;502;632;628;485;485;489;490;491;558;560;556;1010;,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;24;27;30;31;33;35;37;40;41;42;44;45;47;49;51;54;55;
905,40,2411;,1105;651;651;651;649;642;640;635;634;88;634;502;632;628;485;485;626;624;555;556;1010;,1;2;3;4;7;10;13;16;19;20;21;23;25;28;29;30;32;35;37;40;41;
906,35,2342;,1106;652;645;578;576;572;569;565;19;565;565;564;493;562;559;557;556;1010;,1;2;4;7;10;12;16;19;20;21;22;23;25;26;29;32;35;36;
907,50,2603;,1107;653;648;649;825;826;280;280;280;280;280;280;826;638;640;635;634;571;631;490;490;557;556;1010;,1;2;5;8;11;14;15;16;17;18;19;20;21;24;29;32;35;39;43;44;45;47;50;51;
908,55,2440;,1108;654;451;655;663;117;117;117;117;117;117;117;117;117;117;117;117;663;655;653;646;644;637;571;501;501;636;631;489;490;491;558;560;556;1010;,1;2;4;5;8;9;10;11;12;13;14;15;16;17;18;19;20;21;24;27;30;33;36;38;39;40;41;43;45;46;48;50;52;55;56;
909,36,2350;,1109;655;451;452;652;645;578;577;573;27;27;573;569;499;498;497;493;492;561;560;556;1010;,1;2;3;5;7;9;12;15;18;19;20;21;24;25;26;27;28;29;31;33;36;37;
910,41,2351;,1110;656;660;582;580;575;574;28;574;574;568;565;564;564;563;562;559;557;556;1010;,1;2;4;8;12;16;19;20;21;22;24;26;27;28;30;32;35;38;41;42;
911,56,2679;,1111;657;656;660;902;356;356;356;356;356;356;356;356;356;356;902;541;582;580;545;577;573;569;499;498;497;493;492;491;558;560;556;1010;,1;2;5;7;10;11;12;13;14;15;16;17;18;19;20;21;25;28;32;33;35;38;41;42;43;44;45;46;49;51;53;56;57;
912,37,2353;,1112;658;656;579;579;578;577;576;30;576;576;572;571;631;490;557;556;1010;,1;2;5;8;9;13;16;19;20;21;22;24;27;31;32;34;37;38;
913,42,2416;,1113;659;657;647;645;646;641;639;93;639;639;505;634;502;632;628;485;626;624;556;1010;,1;2;5;7;10;13;16;19;20;21;22;23;25;27;29;32;33;35;38;42;43;
914,57,2443;,1114;660;656;658;510;666;120;120;120;120;120;120;120;120;120;120;666;521;511;522;523;530;529;531;532;533;498;498;497;493;492;491;558;560;556;1010;,1;2;4;7;8;10;11;12;13;14;15;16;17;18;19;20;21;22;25;29;35;37;39;40;41;42;43;44;45;46;47;50;52;54;57;58;
915,43,2352;,1115;661;512;661;660;582;580;575;29;575;575;574;568;565;564;563;562;559;557;556;1010;,1;2;3;4;7;11;15;19;20;21;22;25;27;29;30;32;34;37;40;43;44;
916,58,2444;,1116;662;667;121;121;121;121;121;121;121;121;121;121;121;121;121;121;121;667;509;659;657;647;524;578;576;572;569;499;567;562;492;561;560;553;560;556;1010;,1;2;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;23;24;27;29;30;33;36;38;42;43;45;46;47;49;51;53;55;58;59;
917,39,2354;,1117;663;449;450;451;452;525;524;578;577;31;577;573;569;499;567;562;492;561;560;556;1010;,1;2;3;5;6;8;10;13;16;19;20;21;24;27;28;30;31;32;34;36;39;40;
918,44,2421;,1118;664;662;654;452;652;645;646;644;98;644;644;637;571;501;636;631;489;485;626;624;556;1010;,1;2;5;8;9;11;13;16;19;20;21;22;25;27;28;29;31;33;35;37;40;44;45;
919,40,2355;,1119;665;448;449;450;451;452;525;524;578;32;578;576;572;570;500;566;559;557;556;1010;,1;2;3;6;8;9;11;13;16;19;20;21;24;26;29;30;32;34;37;40;41;
920,45,2420;,1120;666;666;510;658;658;656;579;578;643;97;643;643;643;576;572;571;631;490;557;624;556;1010;,1;2;3;5;6;7;10;13;17;19;20;21;22;23;25;27;30;34;35;37;41;45;46;
921,55,2447;,1121;667;666;521;670;124;124;124;124;124;124;124;124;124;124;124;670;512;511;522;523;530;529;531;532;533;498;498;497;493;494;495;496;556;1010;,1;2;5;6;9;10;11;12;13;14;15;16;17;18;19;20;21;24;26;30;36;38;40;41;42;43;44;45;46;47;49;52;54;55;56;
922,46,2357;,1122;668;668;668;666;510;658;656;579;580;34;580;575;574;568;565;564;563;562;559;557;556;1010;,1;2;3;4;7;9;10;13;16;19;20;21;25;28;30;32;33;35;37;40;43;46;47;
923,26,3187;,1001;547;548;552;553;496;556;557;490;631;636;90;90;90;90;90;90;90;90;636;1090;,0;1;2;4;6;7;8;11;13;14;16;17;18;19;20;21;22;23;24;25;26;
924,28,3182;,1002;548;552;553;496;556;557;490;631;85;85;85;85;85;85;85;85;85;85;85;631;636;1090;,0;1;3;5;6;7;10;12;13;14;15;16;17;18;19;20;21;22;23;24;25;27;28;
925,29,3183;,1003;549;550;560;558;491;490;489;485;628;632;86;86;86;86;86;632;636;1090;,0;1;3;6;8;10;12;13;15;16;19;20;21;22;23;24;25;28;29;
926,30,3122;,1004;550;560;558;491;490;631;571;25;25;25;25;25;25;25;25;25;571;501;501;501;636;1090;,0;1;4;6;8;10;11;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;
927,31,3110;,1005;551;563;562;559;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;559;631;636;1090;,0;1;3;5;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;28;30;31;
928,27,3187;,1006;552;553;560;558;491;559;631;571;632;636;90;636;636;1090;,0;1;3;5;7;9;10;13;17;20;23;24;25;26;27;
929,32,3179;,1007;553;496;556;557;490;631;628;82;82;82;82;82;82;82;82;82;82;82;82;628;632;636;1090;,0;1;2;3;6;8;9;12;13;14;15;16;17;18;19;20;21;22;23;24;25;28;31;32;
930,33,3184;,1008;554;625;555;624;626;485;628;629;633;87;87;87;87;87;87;633;633;632;636;1090;,0;1;3;4;6;9;11;12;15;18;19;20;21;22;23;24;25;26;29;32;33;
931,34,3188;,1009;555;624;557;490;631;571;637;91;91;91;91;91;91;91;91;637;571;632;636;1090;,0;1;3;7;9;10;14;16;17;18;19;20;21;22;23;24;25;27;30;33;34;
932,35,3123;,1010;556;557;490;631;571;572;26;26;26;26;26;26;26;26;26;26;572;571;632;636;1090;,0;1;4;6;7;11;14;15;16;17;18;19;20;21;22;23;24;25;28;31;34;35;
933,31,3121;,1011;557;559;566;500;570;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;570;500;501;636;1090;,0;1;4;6;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;29;30;31;
934,36,3185;,1012;558;491;490;631;571;634;88;88;88;88;88;88;88;88;88;88;634;571;632;636;1090;,0;1;3;5;6;10;14;15;16;17;18;19;20;21;22;23;24;25;29;32;35;36;
935,32,3117;,1013;559;566;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;566;566;631;636;1090;,0;1;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;29;31;32;
936,37,3127;,1014;560;561;492;562;567;499;569;572;576;30;30;30;30;30;30;30;30;576;572;571;632;636;1090;,0;1;3;5;6;7;9;10;14;16;17;18;19;20;21;22;23;24;25;27;30;33;36;37;
937,33,3181;,1015;561;558;557;630;84;84;84;84;84;84;84;84;84;84;84;84;84;84;84;84;84;630;630;489;631;636;1090;,0;1;3;5;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;28;30;32;33;
938,38,3124;,1016;562;567;499;569;573;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;573;572;571;632;636;1090;,0;1;2;4;5;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;28;31;34;37;38;
939,29,3182;,1017;563;563;564;565;568;565;569;570;571;631;85;631;631;636;1090;,0;1;2;4;5;7;9;12;15;19;23;24;25;26;28;29;
940,34,3108;,1018;564;493;562;559;557;11;11;11;11;11;11;11;11;11;11;11;11;11;11;557;559;631;636;1090;,0;1;3;4;7;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;28;31;33;34;
941,39,3120;,1019;565;569;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;569;570;571;632;636;1090;,0;1;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;28;32;35;38;39;
942,30,3183;,1020;566;500;566;500;570;571;570;571;632;86;632;632;636;1090;,0;1;3;5;7;8;12;16;20;23;24;25;26;29;30;
943,35,3113;,1021;567;562;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;562;562;559;631;636;1090;,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;29;32;34;35;
944,40,3186;,1022;568;533;569;572;637;634;635;89;89;89;89;89;89;89;635;635;634;571;632;636;1090;,0;1;2;3;7;11;14;17;18;19;20;21;22;23;24;25;26;29;33;36;39;40;
945,36,3109;,1023;569;499;498;497;493;492;561;558;12;12;12;12;12;12;12;12;12;12;12;12;12;12;558;557;559;631;636;1090;,0;1;2;3;4;5;6;8;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;27;30;33;35;36;
946,41,3119;,1024;570;569;533;568;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;568;533;569;570;571;632;636;1090;,0;1;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;30;34;37;40;41;
947,37,3195;,1025;571;637;644;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;644;637;571;631;636;1090;,0;1;3;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;28;30;34;36;37;
948,42,3116;,1026;572;569;565;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;565;569;570;571;632;636;1090;,0;1;5;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;28;31;35;38;41;42;
949,28,3122;,1027;573;572;571;570;571;570;571;25;571;501;636;1090;,0;1;4;7;11;15;19;23;24;25;26;27;28;
950,38,3175;,1028;574;532;533;498;497;493;562;559;557;624;78;78;78;78;78;78;624;557;559;631;636;1090;,0;1;3;4;5;6;7;8;11;14;18;19;20;21;22;23;24;25;29;32;35;37;38;
951,43,3115;,1029;575;574;568;565;564;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;564;565;569;570;571;632;636;1090;,0;1;4;6;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;29;32;36;39;42;43;
952,39,3190;,1030;576;643;644;506;639;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;639;505;634;571;631;636;1090;,0;1;3;6;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;28;32;36;38;39;
953,44,3118;,1031;577;573;569;499;567;21;21;21;21;21;21;21;21;21;21;21;21;21;21;567;562;567;499;569;570;571;632;636;1090;,0;1;4;7;8;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;29;30;33;37;40;43;44;
954,35,3194;,1032;578;643;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;643;576;572;571;501;636;1090;,0;1;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;27;29;32;33;34;35;
955,40,3128;,1033;579;580;545;577;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;577;576;572;571;631;636;1090;,0;1;4;5;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;28;30;33;37;39;40;
956,45,3114;,1034;580;575;574;568;565;564;563;17;17;17;17;17;17;17;17;17;563;564;565;569;570;571;632;636;1090;,0;1;5;8;10;12;13;15;16;17;18;19;20;21;22;23;24;25;27;28;31;34;38;41;44;45;
957,26,3187;,1035;581;575;528;573;572;571;501;636;90;90;90;90;90;90;90;90;90;636;1090;,0;1;4;5;7;10;13;14;15;16;17;18;19;20;21;22;23;24;25;26;
958,36,3129;,1036;582;579;578;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;578;576;637;571;501;636;1090;,0;1;4;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;28;31;33;34;35;36;
959,41,3180;,1037;583;540;622;623;627;484;629;83;83;83;83;83;83;83;83;83;83;629;628;632;571;631;636;1090;,0;1;2;4;7;10;12;14;15;16;17;18;19;20;21;22;23;24;25;28;31;34;38;40;41;
960,46,3232;,1038;584;605;604;399;537;610;679;681;135;135;681;691;486;480;479;479;479;629;628;632;636;1090;,0;1;6;9;11;15;16;19;22;23;24;25;28;29;31;32;33;34;36;39;42;45;46;
961,42,3174;,1039;585;401;590;589;591;613;615;622;623;77;77;77;623;623;624;557;559;631;636;1090;,0;1;2;4;7;10;13;15;18;21;22;23;24;25;26;29;33;36;39;41;42;
962,47,3243;,1040;586;588;397;398;403;404;405;488;682;692;146;146;146;692;691;481;483;480;479;479;629;628;632;636;1090;,0;1;4;7;9;12;15;16;17;18;21;22;23;24;25;28;30;31;33;34;35;37;40;43;46;47;
963,38,3177;,1041;587;592;591;613;615;622;555;624;626;80;626;485;628;631;571;501;636;1090;,0;1;4;7;10;12;15;18;20;23;24;25;27;28;31;35;36;37;38;
964,43,3107;,1042;588;397;604;399;537;536;438;437;556;10;556;556;557;490;631;571;631;636;1090;,0;1;4;5;7;11;14;16;20;23;24;25;26;29;31;32;36;40;42;43;
965,48,3112;,1043;589;591;613;615;622;555;556;560;561;15;561;494;493;564;565;569;570;571;632;636;1090;,0;1;4;7;9;12;15;18;21;23;24;25;26;28;30;31;34;37;41;44;47;48;
966,44,3104;,1044;590;589;591;441;440;439;614;619;552;553;7;553;496;556;557;490;631;571;631;636;1090;,0;1;4;7;9;11;13;15;18;21;23;24;25;26;27;30;32;33;37;41;43;44;
967,32,3117;,1045;591;613;615;622;555;624;557;559;566;20;566;500;501;636;1090;,0;1;4;6;9;12;14;18;21;23;24;25;27;30;31;32;
968,39,3111;,1046;592;591;441;440;439;438;437;556;560;14;14;560;558;491;559;566;500;501;636;1090;,0;1;4;6;8;10;12;16;19;22;23;24;25;27;29;30;32;34;37;38;39;
969,34,3110;,1047;593;595;612;614;554;437;437;556;557;559;13;559;566;500;501;636;1090;,0;1;4;7;9;12;13;14;17;20;23;24;25;27;29;32;33;34;
970,49,3102;,1048;594;593;595;617;619;552;550;551;5;5;5;551;551;551;563;564;565;569;570;571;632;636;1090;,0;1;4;7;10;12;15;18;21;22;23;24;25;26;27;29;31;32;35;38;42;45;48;49;
971,33,3121;,1049;595;617;619;552;553;560;558;491;559;566;500;570;24;570;570;500;500;501;636;1090;,0;1;4;6;9;11;13;15;17;18;20;22;23;24;25;26;27;28;31;32;33;
972,40,3244;,1050;596;612;614;622;623;627;484;480;479;693;147;147;147;693;479;478;477;503;502;501;636;1090;,0;1;4;6;9;12;15;17;19;20;21;22;23;24;25;26;29;31;32;35;38;39;40;
973,45,3178;,1051;597;599;617;619;614;622;623;627;81;81;81;627;484;485;628;631;571;631;636;1090;,0;1;4;7;9;12;15;18;21;22;23;24;25;27;30;31;34;38;42;44;45;
974,37,3125;,1052;598;620;621;547;549;551;563;564;565;568;574;28;28;28;28;574;532;569;499;500;501;636;1090;,0;1;3;4;6;8;11;13;15;16;18;20;21;22;23;24;25;27;28;29;32;35;36;37;
975,50,3100;,1053;599;598;620;621;547;549;3;3;3;3;3;3;3;3;3;3;3;3;3;549;551;563;564;565;569;570;571;632;636;1090;,0;1;4;6;7;9;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;28;30;32;33;36;39;43;46;49;50;
976,46,3106;,1054;600;605;604;399;537;610;615;622;555;9;555;555;624;557;490;631;571;631;636;1090;,0;1;4;7;9;13;14;17;20;23;24;25;26;28;32;34;35;39;43;45;46;
977,51,3173;,1055;601;600;605;604;399;537;610;615;622;76;622;555;624;557;559;631;571;632;636;1090;,0;1;4;7;10;12;16;17;20;23;24;25;28;30;34;37;40;44;47;50;51;
978,41,3255;,1056;602;607;606;403;404;405;488;682;692;694;539;704;158;704;703;478;478;477;503;502;501;636;1090;,0;1;4;7;8;11;12;13;14;17;20;21;23;24;25;28;29;30;32;33;36;39;40;41;
979,47,3242;,1057;603;602;607;606;403;404;405;488;487;681;691;145;691;486;480;479;629;628;632;571;631;636;1090;,0;1;4;7;10;11;14;15;16;18;20;23;24;25;26;28;29;31;34;37;40;44;46;47;
980,31,3108;,1058;604;399;537;610;615;622;555;624;557;11;557;490;631;636;1090;,0;1;3;7;8;11;14;17;19;23;24;25;27;28;30;31;
981,52,3103;,1059;605;604;399;537;610;615;439;614;619;552;6;552;553;560;561;492;562;567;499;569;570;571;632;636;1090;,0;1;4;6;10;11;14;15;17;20;23;24;25;27;29;31;33;34;35;37;38;41;45;48;51;52;
982,42,3101;,1060;606;403;611;610;615;439;614;619;552;550;4;4;550;560;558;491;559;566;500;501;636;1090;,0;1;2;4;7;10;11;13;16;19;22;23;24;25;28;30;32;33;35;37;40;41;42;
983,43,3254;,1061;607;606;403;404;405;488;682;692;694;693;703;157;703;478;477;503;502;501;500;501;636;1090;,0;1;4;5;8;9;10;11;14;17;20;23;24;25;26;28;29;32;35;38;41;42;43;
984,48,3105;,1062;608;613;440;440;439;614;554;8;8;8;8;8;8;8;8;8;8;8;554;437;437;437;556;557;490;631;571;631;636;1090;,0;1;4;5;6;8;10;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;31;34;36;37;41;45;47;48;
985,53,3257;,1063;609;611;680;488;682;692;694;539;704;706;160;160;706;705;635;634;571;570;571;632;636;1090;,0;1;4;7;9;10;13;16;17;19;22;23;24;25;28;31;34;38;42;46;49;52;53;
986,29,3122;,1064;610;615;622;555;624;557;490;631;571;25;571;571;501;636;1090;,0;1;4;7;10;12;16;18;19;23;24;25;26;27;28;29;
987,44,3258;,1065;611;680;488;682;692;694;539;704;706;475;707;161;707;476;477;503;502;501;500;501;636;1090;,0;1;4;6;7;10;13;14;16;19;22;23;24;25;26;29;30;33;36;39;42;43;44;
988,49,3176;,1066;612;614;554;625;79;79;79;79;79;79;79;79;79;79;79;79;79;79;79;79;625;555;556;557;559;631;571;631;636;1090;,0;1;3;6;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;29;32;35;38;42;46;48;49;
989,54,3172;,1067;613;440;612;617;433;616;620;621;75;75;75;75;75;75;75;75;75;75;621;547;549;551;563;564;565;569;570;571;632;636;1090;,0;1;2;4;7;8;11;13;14;15;16;17;18;19;20;21;22;23;24;25;27;29;32;34;36;37;40;43;47;50;53;54;
990,30,3182;,1068;614;554;437;437;556;557;490;631;85;85;85;85;85;85;85;85;85;631;490;631;636;1090;,0;1;4;5;6;9;12;14;15;16;17;18;19;20;21;22;23;24;25;26;27;29;30;
991,45,3256;,1069;615;615;622;623;627;484;480;479;693;703;705;159;705;476;477;503;502;501;500;501;636;1090;,0;1;2;5;8;11;13;15;16;17;20;23;24;25;27;30;31;34;37;40;43;44;45;
992,50,3126;,1070;616;618;552;553;560;561;494;493;497;498;533;532;531;529;528;575;29;575;528;528;573;572;571;631;571;631;636;1090;,0;1;3;6;8;10;12;13;15;16;17;18;19;20;21;22;23;24;25;26;27;29;32;35;39;43;47;49;50;
993,55,3098;,1071;617;619;552;548;547;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;547;549;551;563;562;493;564;565;569;570;571;632;636;1090;,0;1;3;6;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;27;30;32;34;35;37;38;41;44;48;51;54;55;
994,26,3187;,1072;618;552;435;554;437;437;556;557;559;631;636;90;636;1090;,0;1;4;5;7;8;9;12;15;18;21;23;24;25;26;
995,31,3188;,1073;619;619;552;553;560;558;491;559;631;571;637;91;637;637;571;501;636;1090;,0;1;2;5;7;9;11;13;14;17;21;23;24;25;26;28;29;30;31;
996,46,3099;,1074;620;621;547;548;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;548;547;549;551;563;562;567;499;500;501;636;1090;,0;1;2;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;28;31;33;35;36;38;41;44;45;46;
997,51,3132;,1075;621;547;549;551;563;564;565;568;574;575;581;35;581;575;528;528;528;528;573;569;570;571;631;636;1090;,0;1;3;5;8;10;12;13;15;17;20;23;24;25;28;29;30;31;32;34;37;40;44;48;50;51;
998,56,3191;,1076;622;623;627;484;480;479;478;477;504;635;640;94;94;640;635;634;635;634;571;570;571;632;636;1090;,0;1;4;7;9;11;12;15;17;18;19;22;23;24;25;28;31;34;37;41;45;49;52;55;56;
999,32,3184;,1077;623;627;484;629;633;503;502;503;633;87;633;632;636;1090;,0;1;4;6;8;11;14;17;20;23;24;25;28;31;32;
1000,37,3197;,1078;624;557;490;631;571;637;644;646;100;100;100;100;646;646;644;637;571;501;636;1090;,0;1;5;7;8;12;14;17;20;21;22;23;24;25;26;29;32;34;35;36;37;
1001,47,3192;,1079;625;555;624;626;485;628;632;502;634;505;639;641;95;641;639;505;505;634;571;501;501;501;500;501;636;1090;,0;1;2;4;7;9;10;13;15;17;19;20;23;24;25;28;29;30;32;36;37;38;39;42;45;46;47;
1002,52,3165;,1080;626;624;555;625;554;614;68;68;68;68;68;68;68;68;68;68;68;68;614;554;437;556;557;559;631;571;631;636;1090;,0;1;4;6;7;9;12;13;14;15;16;17;18;19;20;21;22;23;24;25;28;29;32;35;38;41;45;49;51;52;
1003,57,3189;,1081;627;484;480;479;478;477;476;707;638;92;92;92;92;92;92;638;638;638;640;635;634;571;570;571;632;636;1090;,0;1;3;5;6;9;11;14;15;18;19;20;21;22;23;24;25;26;27;32;35;38;42;46;50;53;56;57;
1004,33,3179;,1082;628;485;485;485;628;629;628;629;628;629;628;82;628;628;632;636;1090;,0;1;2;3;4;5;8;11;14;17;20;23;24;25;26;29;32;33;
1005,48,3131;,1083;629;628;632;571;637;576;578;580;34;34;34;580;545;577;576;572;570;500;499;500;501;636;1090;,0;1;4;7;10;12;15;18;21;22;23;24;25;26;28;31;33;36;37;40;43;46;47;48;
1006,53,3170;,1084;630;557;556;496;553;552;619;73;73;73;73;73;73;73;73;73;73;73;619;619;554;437;556;557;559;631;571;631;636;1090;,0;1;3;6;7;8;10;13;14;15;16;17;18;19;20;21;22;23;24;25;26;29;30;33;36;39;42;46;50;52;53;
1007,58,3376;,1087;633;478;477;476;707;638;825;279;279;279;279;279;279;279;279;279;825;638;640;635;634;571;570;571;632;636;1090;,0;1;3;5;8;9;12;15;16;17;18;19;20;21;22;23;24;25;28;33;36;39;43;47;51;54;57;58;
1008,34,3185;,1088;634;635;634;571;631;571;634;88;634;634;502;632;636;1090;,0;1;4;7;11;15;19;23;24;25;26;28;30;33;34;
